mention_week,median_tone,median_impact,mentions_count
2024-03-18,-7.25673446948873,-10.0,12
2024-03-18,-8.17223198594025,-10.0,118
2024-03-18,-6.11510791366907,-10.0,6
2024-03-18,-6.11510791366907,-10.0,8
2024-03-18,0.83612040133779,-5.0,9
2024-03-18,-6.11510791366907,-10.0,6
2024-03-18,-8.06451612903225,-10.0,22
2024-03-18,-5.03373118837571,-10.0,9
2024-03-18,-8.31858407079646,-10.0,21
2024-03-18,-8.94495412844037,-10.0,6
2024-03-18,-7.46421267893661,-10.0,6
2024-03-18,-10.2822580645161,-10.0,7
2024-03-18,-8.15217391304348,-10.0,18
2024-03-11,-0.18055973517905,-6.5,6
2024-03-11,-2.95420974889218,-8.0,6
2024-03-11,1.33333333333333,-6.5,8
2024-03-11,4.22960725075529,-5.0,11
2024-03-04,-12.0481927710844,-10.0,6
2024-03-04,0.0,-4.0,7
2024-03-04,-5.17857142857143,-2.0,6
2024-03-04,-7.22222222222222,-10.0,14
2024-03-04,-5.04634397528322,-10.0,6
2024-03-04,-0.88339222614841,-4.4,6
2024-03-04,-2.11416490486258,-5.6,11
2024-03-04,-4.53665878305741,-10.0,13
2024-03-04,-7.4074074074074,-10.0,22
2024-03-04,-5.17857142857143,-2.0,6
2024-03-04,-6.97674418604651,-10.0,71
2024-03-04,-7.5,-10.0,65
2024-03-04,-7.3170731707317,-10.0,32
2024-03-04,-11.4285714285714,-9.0,25
2024-03-04,-10.2102102102102,-10.0,12
2024-03-04,-6.97674418604651,-2.0,16
2024-02-26,-6.86900958466454,-9.0,14
2024-02-26,-3.08370044052864,-2.0,7
2024-02-26,-10.3305785123967,-2.0,22
2024-02-26,-8.125,-10.0,169
2024-02-26,-2.73972602739726,-8.0,10
2024-02-26,-7.56756756756756,-10.0,33
2024-02-26,-9.69696969696968,-10.0,6
2024-02-26,-10.2981029810298,-9.0,13
2024-02-26,-6.86900958466454,-9.0,15
2024-02-26,-2.73972602739726,-2.0,12
2024-02-26,-6.65557404326123,-9.0,34
2024-02-26,-9.84126984126988,-10.0,6
