mention_week,median_tone,median_impact,mentions_count
2022-07-18,-2.80777537796977,-4.4,6
2022-07-18,0.0,-5.0,6
2022-07-18,-0.86032388663967,-10.0,12
2022-07-18,-2.33863423760524,-5.8,28
2022-07-18,-2.66666666666667,-4.0,90
2022-07-18,-0.59880239520958,-2.0,21
2022-07-18,-3.87596899224807,-5.0,7
2022-07-18,-6.44599303135888,-10.0,10
2022-07-18,0.0,-4.0,13
2022-07-18,-2.33208955223881,-5.0,301
2022-07-18,-4.76190476190476,-5.0,21
2022-07-18,-1.6,-4.4,613
2022-07-18,-1.61725067385445,-4.0,8
2022-07-18,-3.70942812982999,-4.0,6
2022-07-18,-3.06603773584906,-10.0,7
2022-07-18,-6.44599303135888,-10.0,15
2022-07-18,-2.89855072463768,-5.0,6
2022-07-18,-2.33208955223881,-4.0,43
2022-07-18,0.0,-4.0,15
2022-07-18,-3.38983050847458,-4.0,12
2022-07-18,-4.91400491400491,-4.0,6
2022-07-18,-2.3342670401494,-5.8,6
2022-07-18,-3.49887133182845,-2.0,8
2022-07-18,-1.94805194805195,-5.0,6
2022-07-18,-1.04712041884817,-4.0,20
2022-07-18,-1.0482180293501,-4.0,13
2022-07-18,-0.64724919093851,-4.0,19
2022-07-18,-0.57803468208093,-4.0,7
2022-07-18,0.84602368866329,-5.0,12
2022-07-18,4.41640378548896,-5.0,7
2022-07-18,-2.3342670401494,-2.0,31
2022-07-18,-0.26315789473684,-4.0,12
2022-07-18,-4.64190981432361,-10.0,7
2022-07-18,0.0,-5.0,9
2022-07-18,-3.51437699680511,-5.0,9
2022-07-18,-3.04709141274238,-4.0,6
2022-07-18,-1.05042016806723,-5.0,10
2022-07-18,0.0,-5.0,35
2022-07-18,-2.22222222222222,-4.4,18
2022-07-18,-1.95121951219512,-4.0,9
2022-07-18,0.0,-5.0,11
2022-07-18,-0.72992700729927,-4.4,18
2022-07-18,-4.90045941807044,-5.0,8
2022-07-18,-2.3342670401494,-2.0,9
2022-07-18,-3.26086956521739,-4.0,13
2022-07-18,1.29449838187702,-4.0,25
2022-07-18,-5.96892886345053,-2.0,9
2022-07-18,-0.956937799043058,-4.0,16
2022-07-18,3.53982300884956,-9.5,15
2022-07-18,-0.622406639004151,-4.0,9
2022-07-11,-2.68199233716476,-6.5,11
2022-07-11,0.0,-4.0,20
2022-07-11,-0.34246575342466,-4.0,13
2022-07-11,0.71599045346062,-9.5,7
2022-07-11,-0.48076923076923,-4.0,38
2022-07-11,-6.55172413793105,-10.0,6
2022-07-11,-5.22875816993464,-2.0,16
2022-07-11,-2.6984126984127,-5.0,6
2022-07-11,-0.6282722513089,-4.0,14
2022-07-11,-1.77514792899408,-4.0,100
2022-07-11,-1.82741116751269,-4.0,6
2022-07-11,-6.06060606060606,-4.0,7
2022-07-11,-1.60818713450292,-4.0,98
2022-07-11,0.0,-4.0,9
2022-07-11,2.06489675516224,-5.0,7
2022-07-11,-1.5748031496063,-4.0,6
2022-07-11,-4.81366459627329,-4.0,32
2022-07-11,-2.39410681399632,-4.0,28
2022-07-11,-3.09555854643338,-10.0,296
2022-07-11,-4.72103004291846,-8.0,15
2022-07-11,-3.98550724637681,-5.0,32
2022-07-11,0.98765432098765,-9.5,9
2022-07-11,0.35460992907802,-4.4,13
2022-07-11,-1.37614678899082,-7.0,6
2022-07-11,-1.94174757281553,-4.0,7
2022-07-11,0.154679040989951,-4.0,24
2022-07-11,-5.36692223439211,-10.0,9
2022-07-11,-1.14942528735632,-4.0,41
