mention_week,conflict_country_name,conflict_continent,material_conflict_mentions,material_conflict_unique_events,material_conflict_mentions_weighted
2023-11-06,China,Asia,7109,2942,1.3629434366228743
2023-11-06,Egypt,Africa,7047,2217,0.4479796639991862
2023-11-06,Lebanon,Asia,6549,2621,0.82729086091594
2023-11-06,Iran,Asia,6391,2949,0.6702078353132049
2023-11-06,France,Europe,5619,2290,1.8712676129570296
2023-11-06,Spain,Europe,5435,2476,1.4278516607270912
2023-11-13,Israel,Asia,178070,62540,50.539451965301225
2023-11-13,United States,North America,126159,47798,6.209688447744156
2023-11-13,Russia,Europe,21548,13073,6.697418792131397
2023-11-13,Ukraine,Europe,20089,11119,4.329239428454108
2023-11-13,United Kingdom,Europe,17850,6565,1.4197300232957946
2023-11-13,Palestine,Asia,14292,6397,2.002297391396034
2023-11-13,Canada,North America,10726,3817,0.520069622649952
2023-11-13,Australia,Oceania,9101,2703,0.7453936588867455
2023-11-13,India,Asia,7991,5586,0.6886018244752741
2023-11-13,China,Asia,7665,3668,2.3106884260775913
2023-11-13,Egypt,Africa,6072,1707,0.44595778024767013
2023-11-13,Syria,Asia,5053,1977,0.5876437631893153
2023-11-13,France,Europe,4415,2422,1.2844823033957105
2023-11-13,Pakistan,Asia,4273,2803,1.1091258531811081
2023-11-13,Nigeria,Africa,4191,3262,0.8482494045996725
2023-11-20,Israel,Asia,191002,53971,46.798262756986354
2023-11-20,United States,North America,93454,36242,6.146566211351933
2023-11-20,Ukraine,Europe,23680,11915,5.218593619847972
2023-11-20,Russia,Europe,21910,12260,6.4219257046433125
2023-11-20,Australia,Oceania,13162,3127,1.2168936778691102
2023-11-20,Palestine,Asia,12135,4884,1.9117608071032166
2023-11-20,United Kingdom,Europe,9574,4910,0.7620675012367788
2023-11-20,Canada,North America,9407,3276,0.505263636229864
2023-11-20,India,Asia,9355,6040,0.6993691719783897
2023-11-20,Ireland,Europe,8539,2388,1.1341934495013128
2023-11-20,South Africa,Africa,6684,2720,1.4551289432769123
2023-11-20,Egypt,Africa,6287,1902,0.5781315633536727
2023-11-20,China,Asia,4853,2789,1.548160337045961
2023-11-20,Germany,Europe,4820,2134,0.950691370882415
2023-11-20,Lebanon,Asia,4818,2024,0.6443459869564743
2023-11-27,Israel,Asia,168482,51175,45.6272191963624
2023-11-27,United States,North America,129686,46882,7.595163936314319
2023-11-27,Russia,Europe,25482,13679,7.758252230517314
2023-11-27,Ukraine,Europe,19700,10477,4.503888441937072
2023-11-27,United Kingdom,Europe,17716,6601,1.4367411482491104
2023-11-27,Palestine,Asia,14058,5578,2.547988478597294
2023-11-27,Australia,Oceania,13506,3285,0.9134640836123243
2023-11-27,India,Asia,9128,5765,0.7496972185322822
2023-11-27,France,Europe,8741,3807,2.2277239467681236
2023-11-27,Canada,North America,6849,2767,0.3647519918748864
2023-11-27,Philippines,Asia,6487,1855,1.1639438415712116
2023-11-27,China,Asia,5566,2725,1.3020331888855756
2023-11-27,Greece,Europe,5369,1485,0.5272552229412742
2023-11-27,Pakistan,Asia,4662,2749,0.7807456406599533
2023-11-27,Germany,Europe,4510,2034,0.9925279329077532
2023-12-04,Israel,Asia,143924,48704,41.693032355921595
2023-12-04,United States,North America,140645,50853,8.174110055694225
2023-12-04,Russia,Europe,22726,12581,6.29186198832524
2023-12-04,Ukraine,Europe,20035,11603,5.194361724977625
2023-12-04,Palestine,Asia,14958,6477,2.604536325157204
2023-12-04,United Kingdom,Europe,14490,5783,1.2083648619450869
2023-12-04,Australia,Oceania,13253,3089,0.7133079277048565
2023-12-04,India,Asia,10442,6824,0.7359130830934424
2023-12-04,Canada,North America,8364,2955,0.3998256277832414
2023-12-04,France,Europe,6356,2915,1.5780980453519295
2023-12-04,Iraq,Asia,6124,1375,0.5897739818828039
2023-12-04,Nigeria,Africa,6033,4278,1.598716737344982
2023-12-04,Egypt,Africa,5640,1605,0.4201718476343047
2023-12-04,Lebanon,Asia,5626,2401,0.9310783144619793
2023-12-04,Iran,Asia,5332,2017,1.1705545082089737
2023-12-11,Israel,Asia,131626,44246,37.408322210102625
2023-12-11,United States,North America,115144,44598,6.71661266829358
2023-12-11,Russia,Europe,23813,12719,6.894581667582231
2023-12-11,Ukraine,Europe,22639,11237,6.006353638501086
2023-12-11,United Kingdom,Europe,18649,6655,2.291191011194578
2023-12-11,Palestine,Asia,10836,5277,2.124563709749805
2023-12-11,India,Asia,10705,6875,0.8094553938924245
2023-12-11,Pakistan,Asia,9942,4980,2.2947883087522847
2023-12-11,Australia,Oceania,9497,2634,0.8387653812556792
2023-12-11,Canada,North America,9380,2776,0.5282594632408052
2023-12-11,Iran,Asia,6404,2586,1.0725761008169197
2023-12-11,France,Europe,5706,2511,1.163964777648934
2023-12-11,China,Asia,4306,2490,1.3481439320462387
2023-12-11,Djibouti,Africa,4089,903,0.24482118107242376
2023-12-11,Germany,Europe,3988,1828,0.8113187317782193
2023-12-18,United States,North America,125435,45010,8.966698145009733
2023-12-18,Israel,Asia,107671,38941,32.96792111744263
2023-12-18,Russia,Europe,21503,12099,6.5594137007205
2023-12-18,Czech Republic,Europe,20153,5125,5.890664932863423
2023-12-18,Ukraine,Europe,16547,9733,4.392939354618217
2023-12-18,United Kingdom,Europe,14662,5838,1.301371748536011
2023-12-18,Australia,Oceania,9940,2227,0.6500510176859479
2023-12-18,India,Asia,8848,6085,0.8188794286024297
2023-12-18,Palestine,Asia,8513,4687,2.075781480720957
2023-12-18,China,Asia,6450,3063,1.8233811194425296
2023-12-18,Canada,North America,5544,2242,0.32160274772433195
2023-12-18,France,Europe,5341,2773,1.7740267040965698
2023-12-18,Pakistan,Asia,5216,3460,1.3341176036490472
2023-12-18,Iran,Asia,5148,2268,1.2542939074205957
2023-12-18,Djibouti,Africa,4882,1438,0.3907795073371627
2023-12-25,Israel,Asia,113001,41010,36.19821994098152
2023-12-25,United States,North America,83218,32900,5.356926656767815
2023-12-25,Russia,Europe,43032,18353,13.067988286932373
2023-12-25,Ukraine,Europe,41259,17988,11.6231557119688
2023-12-25,Palestine,Asia,10666,5456,2.140639443955137
2023-12-25,Iran,Asia,9022,3544,1.343435730466011
2023-12-25,United Kingdom,Europe,8964,3849,1.5130698086119498
2023-12-25,India,Asia,7832,5851,0.6167586997147066
2023-12-25,Syria,Asia,6826,2505,1.0952431466813646
2023-12-25,Nigeria,Africa,6523,4282,2.5054529522265643
2023-12-25,Iraq,Asia,6491,2181,0.8656763728698605
2023-12-25,France,Europe,5426,2002,1.3049113749005055
2023-12-25,Lebanon,Asia,4467,1916,0.6334980342891774
2023-12-25,Pakistan,Asia,4233,2737,0.8567209028701275
2023-12-25,Australia,Oceania,4203,1263,0.3780501294089729
2024-01-01,United States,North America,115055,43719,7.966871303485418
2024-01-01,Israel,Asia,114284,39541,34.95059841761179
2024-01-01,Ukraine,Europe,31203,14445,8.390432072551706
2024-01-01,Russia,Europe,30446,14231,9.765030841305421
2024-01-01,United Kingdom,Europe,17665,5731,1.273484526013621
2024-01-01,Lebanon,Asia,16340,6053,3.0221474078197503
2024-01-01,Iran,Asia,13691,5889,3.842900838922935
2024-01-01,Palestine,Asia,9348,4690,2.090757068443483
2024-01-01,South Korea,Asia,8488,3044,2.11279677944945
2024-01-01,India,Asia,8046,5723,0.552369023583111
2024-01-01,Canada,North America,6256,2029,0.43976961719898483
2024-01-01,Iraq,Asia,5999,2332,1.1322222203163192
2024-01-01,Australia,Oceania,5791,1211,0.4140961791373601
2024-01-01,South Africa,Africa,5661,1843,1.716853619336291
2024-01-01,Japan,Asia,5652,1805,1.5885381195299824
2024-01-08,United States,North America,114596,45684,7.706726005614024
2024-01-08,Israel,Asia,101572,36418,27.423477939754324
2024-01-08,United Kingdom,Europe,27597,9343,4.286377170045339
2024-01-08,Russia,Europe,21896,12452,6.830130447533578
2024-01-08,Ukraine,Europe,20874,11136,5.067267023823232
2024-01-08,Yemen,Asia,12170,3784,2.3542077850939878
2024-01-08,Ecuador,South America,10697,4903,6.417029650525896
2024-01-08,Iran,Asia,10432,3622,1.520781566139603
2024-01-08,Australia,Oceania,9433,2231,0.6082303192761256
2024-01-08,India,Asia,9140,6491,1.0333168689812515
2024-01-08,Palestine,Asia,7308,4225,1.7507665389762976
2024-01-08,Lebanon,Asia,6613,2986,1.1586746756047386
2024-01-08,Canada,North America,6344,2372,0.37752269282259054
2024-01-08,Djibouti,Africa,6029,2025,0.8519162304026647
2024-01-08,Mexico,North America,5450,2409,1.026929963674868
2024-01-15,United States,North America,121332,44451,8.97168013211913
2024-01-15,Israel,Asia,92258,32641,26.00791133960213
2024-01-15,Iran,Asia,29703,13718,7.531828800266812
2024-01-15,Russia,Europe,26304,13751,8.024109470218566
2024-01-15,Ukraine,Europe,20258,10873,5.593621723323798
2024-01-15,United Kingdom,Europe,19354,7187,1.698230261115538
2024-01-15,Pakistan,Asia,15248,6866,3.36821126635377
2024-01-15,Palestine,Asia,7978,3718,1.924149862340917
2024-01-15,India,Asia,7730,5809,0.8631525034701849
2024-01-15,Yemen,Asia,7264,3033,1.5284054720779945
2024-01-15,Australia,Oceania,7205,1829,0.4991611722870885
2024-01-15,Iraq,Asia,6975,3125,1.5476944038556824
2024-01-15,Canada,North America,6567,2255,0.36573699143854116
2024-01-15,Syria,Asia,6245,2195,0.7090487479041219
2024-01-15,China,Asia,6179,2659,1.5801562198176007
2024-01-22,United States,North America,131708,47462,9.083507295637446
2024-01-22,Israel,Asia,86893,29850,26.94370621452158
2024-01-22,Russia,Europe,27482,15043,10.122348701604126
2024-01-22,Ukraine,Europe,27106,13419,7.549985861129515
2024-01-22,United Kingdom,Europe,18116,7387,2.033700795889576
2024-01-22,Australia,Oceania,8266,2168,0.6647875558393331
2024-01-22,India,Asia,7857,5554,0.9346042652832993
2024-01-22,Canada,North America,7762,2753,0.537733718083563
2024-01-22,Palestine,Asia,7693,3749,1.4451890137450547
2024-01-22,Iran,Asia,7655,3848,1.9722317158371137
2024-01-22,Nigeria,Africa,5627,4229,1.156843339358399
2024-01-22,France,Europe,5501,2630,1.537704576903423
2024-01-22,Iraq,Asia,5435,1901,0.7857639199486107
2024-01-22,Yemen,Asia,4432,1761,0.952488851203523
2024-01-22,Pakistan,Asia,3942,2781,1.2020683679728348
2024-01-29,United States,North America,123947,51945,8.382778902526729
2024-01-29,Israel,Asia,75736,29363,24.978138430635802
2024-01-29,United Kingdom,Europe,23233,7849,2.3209035147703063
2024-01-29,Russia,Europe,21939,12426,8.721687386665437
2024-01-29,Iran,Asia,20273,8485,3.560930386582983
2024-01-29,Ukraine,Europe,17922,10685,5.218072262465019
2024-01-29,Jordan,Asia,10877,3002,1.5523279077000107
2024-01-29,Iraq,Asia,9807,4127,2.156149788962451
2024-01-29,Pakistan,Asia,9598,5362,2.6915852562111784
2024-01-29,Canada,North America,9223,2842,0.4850602160168776
2024-01-29,Australia,Oceania,8656,2422,0.619134831852344
2024-01-29,India,Asia,8644,6125,0.6360060373201145
2024-01-29,Palestine,Asia,8310,4524,1.7068337196330803
2024-01-29,Syria,Asia,7872,3149,1.8565365382274441
2024-01-29,Nigeria,Africa,5480,4276,0.9856518558503827
2024-02-05,United States,North America,124924,48397,9.25177098945421
2024-02-05,Israel,Asia,73350,27567,23.54481776162143
2024-02-05,Ukraine,Europe,25423,12588,7.06775369615095
2024-02-05,Russia,Europe,23682,13135,7.969146407601691
2024-02-05,United Kingdom,Europe,17384,6682,2.590970632362706
2024-02-05,India,Asia,9616,6651,0.8303797046089793
2024-02-05,Pakistan,Asia,7929,4536,3.0466511340494864
2024-02-05,Palestine,Asia,7847,3758,1.4132202946999894
2024-02-05,Egypt,Africa,7785,2656,1.0487169838370538
2024-02-05,Australia,Oceania,7236,2363,0.580487799058571
2024-02-05,Canada,North America,6788,2329,0.408712430974345
2024-02-05,Lebanon,Asia,5937,1360,0.5792129255457739
2024-02-05,Iran,Asia,5407,2717,1.2288482297234236
2024-02-05,China,Asia,5270,2605,1.772201190178237
2024-02-05,Iraq,Asia,5267,2149,1.0472188523340618
2024-02-12,United States,North America,126571,45959,6.9440597378112
2024-02-12,Israel,Asia,95658,34028,30.98687568137592
2024-02-12,Russia,Europe,44600,19266,13.992019072951223
2024-02-12,Ukraine,Europe,26690,13399,6.561588976100361
2024-02-12,United Kingdom,Europe,16020,5716,1.3667818522622852
2024-02-12,India,Asia,12343,7594,1.1259887618869118
2024-02-12,Egypt,Africa,10180,4335,1.7110326209470734
2024-02-12,Australia,Oceania,8289,2183,0.6198209569945812
2024-02-12,Palestine,Asia,8251,4049,1.6642266635888165
2024-02-12,Canada,North America,7816,2757,0.41164441640344807
2024-02-12,Lebanon,Asia,7658,2799,1.2426458726839353
2024-02-12,Germany,Europe,5716,2219,1.1721348257418613
2024-02-12,Nigeria,Africa,4059,3136,1.06526292486421
2024-02-12,Pakistan,Asia,3913,2207,0.6666854122398661
2024-02-12,Mexico,North America,3830,2321,1.2558262415397485
2024-02-19,United States,North America,129359,47793,7.019686143757433
2024-02-19,Israel,Asia,71729,27943,24.23477999533272
2024-02-19,Russia,Europe,62178,24931,18.135456403412586
2024-02-19,Ukraine,Europe,35450,17655,8.638135707806585
2024-02-19,United Kingdom,Europe,21113,8211,2.4166222885328374
2024-02-19,Australia,Oceania,13700,3168,2.0888639949531758
2024-02-19,India,Asia,9735,6888,0.9188884281752535
2024-02-19,Canada,North America,8690,2894,0.5648716720661795
2024-02-19,Egypt,Africa,6501,2056,0.8064391309579412
2024-02-19,Palestine,Asia,6342,3380,1.1960510647548626
2024-02-19,Yemen,Asia,5119,1266,0.8971463860216926
2024-02-19,Nigeria,Africa,4629,3427,1.118855732648278
2024-02-19,Spain,Europe,4598,2360,1.6167346644511986
2024-02-19,Germany,Europe,4565,1989,0.6931857657664521
2024-02-19,France,Europe,4256,2162,1.1704201391405853
2024-02-26,United States,North America,134285,49557,9.486072378074052
2024-02-26,Israel,Asia,79509,29961,28.61883602623847
2024-02-26,Russia,Europe,33962,17286,11.156921921052684
2024-02-26,Ukraine,Europe,26416,14035,7.328430436326011
2024-02-26,Australia,Oceania,21522,3973,1.2917377357587345
2024-02-26,United Kingdom,Europe,19059,7238,1.770421748669888
2024-02-26,India,Asia,8928,6601,0.9105855631054884
2024-02-26,Canada,North America,7763,2899,0.5517743460000257
2024-02-26,Germany,Europe,5983,3141,1.5048280526943585
2024-02-26,Palestine,Asia,5164,2905,1.3456519757957413
2024-02-26,France,Europe,5107,2532,1.248192471889744
2024-02-26,Lebanon,Asia,4670,1794,0.6561891249120391
2024-02-26,Mexico,North America,4233,2463,1.1724441702306085
2024-02-26,China,Asia,3907,1979,1.192062317422819
2024-02-26,Egypt,Africa,3597,1412,0.48526077291214464
2024-03-04,United States,North America,130306,49287,11.656183041488392
2024-03-04,Israel,Asia,62025,25422,23.34768226222858
2024-03-04,Russia,Europe,30723,15369,9.012217581500257
2024-03-04,Ukraine,Europe,22255,12561,6.728090162762924
2024-03-04,United Kingdom,Europe,14661,6323,1.6616923833939656
2024-03-04,India,Asia,10144,7008,1.4091193391008696
2024-03-04,Canada,North America,9665,2694,0.7168682940435311
2024-03-04,Nigeria,Africa,8775,4731,3.0700384129386094
2024-03-04,Australia,Oceania,8142,2128,0.6285645276949331
2024-03-04,Haiti,North America,7954,3050,5.14196529484766
2024-03-04,China,Asia,6210,3025,1.5100184451659775
2024-03-04,Mexico,North America,5264,2671,1.7744318774647019
2024-03-04,Germany,Europe,4734,2420,1.2475827219965423
2024-03-04,Palestine,Asia,4495,2623,1.187902679231635
2024-03-04,France,Europe,4233,2137,1.2942907011141684
2024-03-11,United States,North America,129348,49393,8.791917038628329
2024-03-11,Israel,Asia,59831,24633,25.106521534783855
2024-03-11,Russia,Europe,44230,20888,14.072758124155103
2024-03-11,Ukraine,Europe,31940,15124,9.63157063566102
2024-03-11,United Kingdom,Europe,16477,6306,1.404616578438854
2024-03-11,China,Asia,8102,3558,1.8346026951698244
2024-03-11,Haiti,North America,7974,2766,4.643965218069229
2024-03-11,India,Asia,7907,6048,0.7442135878511795
2024-03-11,Australia,Oceania,7406,2278,0.6389256712589754
2024-03-11,Canada,North America,6717,2346,0.40897607677083897
2024-03-11,Nigeria,Africa,6268,4206,2.249139684989453
2024-03-11,Mexico,North America,5178,3134,1.4797392230836968
2024-03-11,Ireland,Europe,4849,1519,0.6868960360204377
2024-03-11,Germany,Europe,4019,2018,0.9433151061601832
2024-03-11,Palestine,Asia,3991,2390,1.0183174795071661
2024-03-18,United States,North America,153247,51364,9.115318426738172
2024-03-18,Israel,Asia,70447,28299,22.382485566824183
2024-03-18,Russia,Europe,70430,26394,26.801679237612188
2024-03-18,Ukraine,Europe,31570,16311,8.686436101907658
2024-03-18,United Kingdom,Europe,15025,6284,1.3732717642729175
2024-03-18,India,Asia,12789,7545,1.2008820340341917
2024-03-18,Australia,Oceania,9786,2546,0.7239969674993318
2024-03-18,Nigeria,Africa,9528,5426,1.518338375148472
2024-03-18,China,Asia,7859,3618,1.5485967787766537
2024-03-18,Canada,North America,7624,2462,0.463449131959539
2024-03-18,Mexico,North America,7217,3043,1.60111450640113
2024-03-18,Pakistan,Asia,5835,3852,1.4414484322550376
2024-03-18,Palestine,Asia,5676,3136,1.1174424362119129
2024-03-18,France,Europe,5465,2374,1.001068688739177
2024-03-18,Afghanistan,Asia,5363,1986,0.8129421089024736
2024-03-25,United States,North America,104955,45384,7.818097006660532
2024-03-25,Israel,Asia,66802,28536,28.1334800604002
2024-03-25,Russia,Europe,43135,22615,18.10211228133132
2024-03-25,Ukraine,Europe,25125,14375,6.9295686161697345
2024-03-25,United Kingdom,Europe,18028,6105,1.5889173945997908
2024-03-25,Australia,Oceania,9405,2352,0.661387736241451
2024-03-25,India,Asia,8340,5868,0.8658454270000633
2024-03-25,China,Asia,7548,3969,1.6179553088391045
2024-03-25,Nigeria,Africa,6294,4348,1.1170155367623462
2024-03-25,Canada,North America,5626,2133,0.46364794856921016
2024-03-25,Pakistan,Asia,5503,3757,1.3088359762995427
2024-03-25,Lebanon,Asia,5281,2153,0.8944508809421997
2024-03-25,Mexico,North America,4312,2404,1.0388295675880757
2024-03-25,Palestine,Asia,4102,2522,1.2612613455988466
2024-03-25,France,Europe,3724,2199,1.134951978267349
2024-04-01,Israel,Asia,107214,37520,31.991331139100087
2024-04-01,United States,North America,105987,44198,6.735112835042076
2024-04-01,Russia,Europe,29278,16128,9.405905440431404
2024-04-01,Ukraine,Europe,23537,12661,5.9281395302014595
2024-04-01,Australia,Oceania,15844,2695,0.793426307469732
2024-04-01,United Kingdom,Europe,15090,6436,1.4221561172719284
2024-04-01,Iran,Asia,14747,7781,3.733368356985161
2024-04-01,Mexico,North America,12000,4955,5.0163369652733785
2024-04-01,India,Asia,8758,6172,0.7483069495276156
2024-04-01,Syria,Asia,8646,3529,1.43401763878061
2024-04-01,Finland,Europe,8151,2229,2.8127439730598534
2024-04-01,Canada,North America,7424,2581,0.3911915948186937
2024-04-01,Ecuador,South America,7288,2323,2.844041991726326
2024-04-01,Palestine,Asia,4818,2311,0.941080829394417
2024-04-01,Nigeria,Africa,4785,3209,1.0808912417571122
2024-04-08,United States,North America,131923,47611,6.3906208356305
2024-04-08,Israel,Asia,105639,39588,29.792634995252914
2024-04-08,Iran,Asia,44979,17277,14.602485310194579
2024-04-08,Russia,Europe,24820,13434,6.771016448568896
2024-04-08,Ukraine,Europe,21019,11147,4.950698289288315
2024-04-08,Australia,Oceania,20942,3880,1.8436846284079333
2024-04-08,United Kingdom,Europe,15170,6215,1.2145965576571387
2024-04-08,India,Asia,8407,6129,0.6810998743190617
2024-04-08,Mexico,North America,7988,4565,4.553919537012633
2024-04-08,Canada,North America,7673,2811,0.40081170544263744
2024-04-08,Palestine,Asia,6726,3026,0.8015736813968289
2024-04-08,Syria,Asia,6143,2721,0.8291075895149732
2024-04-08,China,Asia,5220,2613,1.1760329760498074
2024-04-08,Nigeria,Africa,5173,3675,0.9037466309544923
2024-04-08,Germany,Europe,5080,2279,0.8698769197100182
2024-04-15,United States,North America,120445,48044,6.41273686377591
2024-04-15,Israel,Asia,99787,42278,28.813273208114214
2024-04-15,Iran,Asia,53859,22806,17.324884570793714
2024-04-15,Russia,Europe,28192,14134,7.543866704172678
2024-04-15,Ukraine,Europe,26143,12413,5.0720946096910104
2024-04-15,Australia,Oceania,21414,4510,2.215976938447454
2024-04-15,United Kingdom,Europe,20020,7059,1.4097176825489943
2024-04-15,India,Asia,10100,6846,0.8166821151672461
2024-04-15,Palestine,Asia,7191,3468,1.1144530348863497
2024-04-15,Canada,North America,6705,2543,0.4369803318825919
2024-04-15,China,Asia,6209,2876,1.1104932485615566
2024-04-15,Mexico,North America,5615,2937,1.424589394136112
2024-04-15,Nigeria,Africa,4891,3806,0.8910020260578408
2024-04-15,Pakistan,Asia,4751,2792,0.7151317590252582
2024-04-15,Syria,Asia,3840,2191,0.6018837009174337
2024-04-22,United States,North America,176433,58244,14.40487436517761
2024-04-22,Israel,Asia,89098,32566,25.30914532995886
2024-04-22,Russia,Europe,27309,14713,8.865829816589827
2024-04-22,Ukraine,Europe,24814,12251,6.895802043368899
2024-04-22,United Kingdom,Europe,19256,7062,1.5140156632352435
2024-04-22,Australia,Oceania,13563,3225,1.0513635599379183
2024-04-22,India,Asia,9855,6685,0.8157402381782425
2024-04-22,China,Asia,8316,4205,1.8817220744608156
2024-04-22,Canada,North America,7909,2605,0.45334212964771203
2024-04-22,Iran,Asia,6428,3843,1.7907223335977054
2024-04-22,Palestine,Asia,6101,2929,1.000613332751085
2024-04-22,Germany,Europe,5354,2340,1.202972599565029
2024-04-22,Mexico,North America,5044,2570,1.1026507879659186
2024-04-22,Italy,Europe,4082,2151,1.2561024429823187
2024-04-22,Nigeria,Africa,3983,3069,0.8194026397155647
2024-04-29,United States,North America,158470,58246,15.587822134969443
2024-04-29,Israel,Asia,94481,33479,27.593150906813705
2024-04-29,Russia,Europe,25838,13627,9.12884246974642
2024-04-29,Ukraine,Europe,19744,11191,5.491929395525932
2024-04-29,United Kingdom,Europe,17236,6770,2.470729918839029
2024-04-29,Australia,Oceania,14898,2973,0.968906014077767
2024-04-29,India,Asia,10367,7065,1.0829450279525752
2024-04-29,Canada,North America,9991,4028,1.428559074027139
2024-04-29,France,Europe,8862,2973,3.3637426143193565
2024-04-29,Mexico,North America,7558,2910,1.1342071384835795
2024-04-29,Egypt,Africa,4739,1750,0.5661341128133567
2024-04-29,Nigeria,Africa,4729,3526,1.1527095129020792
2024-04-29,Germany,Europe,4426,2253,1.3588110159070061
2024-04-29,China,Asia,4167,2598,1.4568855253297583
2024-04-29,Palestine,Asia,3827,2121,0.9608989143473737
2024-05-06,Israel,Asia,121665,41642,36.3574866087807
2024-05-06,United States,North America,106816,45489,6.389700226081425
2024-05-06,Russia,Europe,34238,16553,10.75979984619592
2024-05-06,Ukraine,Europe,26847,13577,7.524980543963241
2024-05-06,Egypt,Africa,17317,5736,2.565490986538121
2024-05-06,United Kingdom,Europe,15487,6004,1.3014703427928669
2024-05-06,Australia,Oceania,12696,3218,0.7912985418671914
2024-05-06,Canada,North America,10671,3538,0.6522039246647687
2024-05-06,India,Asia,10555,7369,0.9259866533510535
2024-05-06,Palestine,Asia,10058,4125,1.2514688380057584
2024-05-06,China,Asia,6836,3302,1.8816285189625581
2024-05-06,Germany,Europe,5704,2565,1.7962076246967413
2024-05-06,Mexico,North America,5456,2659,0.9251939183699839
2024-05-06,Nigeria,Africa,4758,3348,0.8873675539319633
2024-05-06,Pakistan,Asia,4587,2811,0.7688156481997415
2024-05-13,United States,North America,112587,45176,7.455884606784483
2024-05-13,Israel,Asia,87723,33036,25.329965668415344
2024-05-13,Russia,Europe,40058,19309,11.983829993749499
2024-05-13,Ukraine,Europe,36549,17698,9.028657192335672
2024-05-13,France,Europe,15787,5875,3.8675921063919585
2024-05-13,Slovakia,Europe,14991,5507,7.733523611579943
2024-05-13,Australia,Oceania,13694,3291,0.8092059667147623
2024-05-13,United Kingdom,Europe,13524,5760,1.3644921651009054
2024-05-13,India,Asia,11715,7310,0.9054912362064352
2024-05-13,Palestine,Asia,8688,4252,1.9987876617424718
2024-05-13,Canada,North America,8077,2951,0.49208081424785066
2024-05-13,China,Asia,6963,3254,1.324779123281012
2024-05-13,Egypt,Africa,5070,2237,0.6089233571242042
2024-05-13,Spain,Europe,4410,2124,1.1214080107402282
2024-05-13,Nigeria,Africa,4043,3249,1.095498534307432
2024-05-20,Israel,Asia,103500,34930,33.68016072386803
2024-05-20,United States,North America,99662,42454,6.245704020217423
2024-05-20,Russia,Europe,30087,16021,9.755200079063508
2024-05-20,Ukraine,Europe,24348,12758,6.5652366832802835
2024-05-20,United Kingdom,Europe,16557,6412,1.5734552063007892
2024-05-20,Australia,Oceania,13367,2853,0.7565458324992997
2024-05-20,India,Asia,12121,7318,1.3522703124951947
2024-05-20,Iran,Asia,11990,4542,3.0948668423177894
2024-05-20,Canada,North America,10531,2880,0.427763724088092
2024-05-20,Palestine,Asia,7183,3832,1.5948013539252317
2024-05-20,China,Asia,6666,3720,2.7866671880017657
2024-05-20,France,Europe,5385,2538,1.7339764365647097
2024-05-20,Spain,Europe,5327,2529,1.7097854202234946
2024-05-20,Mexico,North America,5001,2667,1.1202488865828446
2024-05-20,Egypt,Africa,4837,1966,0.6121145649110367
2024-05-27,United States,North America,163687,50612,12.679297975599196
2024-05-27,Israel,Asia,95852,37039,33.641518316754926
2024-05-27,Russia,Europe,25085,13903,8.525971408762967
2024-05-27,Ukraine,Europe,21849,12257,6.4684210823237045
2024-05-27,United Kingdom,Europe,13498,5594,1.1230579622093166
2024-05-27,Australia,Oceania,12920,2716,0.617976179054251
2024-05-27,Canada,North America,11272,3292,0.6580718879284699
2024-05-27,Egypt,Africa,11250,4364,1.8938992990660064
2024-05-27,India,Asia,10042,6669,2.1392312357826815
2024-05-27,Palestine,Asia,9145,4589,1.7764080006415999
2024-05-27,Mexico,North America,7633,3449,2.0708448103212245
2024-05-27,China,Asia,6927,3389,1.9026883833498807
2024-05-27,Germany,Europe,4725,2210,1.292047503421221
2024-05-27,France,Europe,4408,2343,1.2974957442528792
2024-05-27,Nigeria,Africa,4140,2968,0.9040693972769177
2024-06-03,United States,North America,119412,46830,7.876009746170967
2024-06-03,Israel,Asia,83709,31508,32.817886381262994
2024-06-03,Russia,Europe,22014,12673,7.291848685208873
2024-06-03,Ukraine,Europe,19669,10557,6.261349813596615
2024-06-03,United Kingdom,Europe,16650,6302,1.3895761081072049
2024-06-03,France,Europe,11256,3629,1.488955863395174
2024-06-03,Lebanon,Asia,10406,2675,1.5640934331739855
2024-06-03,Australia,Oceania,9564,2307,0.7866603575342415
2024-06-03,Germany,Europe,8361,3010,1.5646027979863166
2024-06-03,Palestine,Asia,7964,3783,1.643691526278593
2024-06-03,Canada,North America,7948,2703,0.49112406031706274
2024-06-03,Italy,Europe,7682,2107,1.0674608266216732
2024-06-03,India,Asia,7443,5511,0.7763423155382732
2024-06-03,Mexico,North America,5406,3123,3.170089537761433
2024-06-03,China,Asia,5281,2705,2.197776978300198
2024-06-10,United States,North America,136201,48795,9.581758148568253
2024-06-10,Israel,Asia,63226,26198,27.72364616432155
2024-06-10,Russia,Europe,26412,14514,10.27787496612973
2024-06-10,Ukraine,Europe,20350,10681,5.861438499680803
2024-06-10,United Kingdom,Europe,13450,5583,1.6668631296532064
2024-06-10,Australia,Oceania,10922,2465,0.7231970663314418
2024-06-10,India,Asia,10434,7135,1.0034702580407082
2024-06-10,Canada,North America,6405,2417,0.4460661650445048
2024-06-10,China,Asia,5880,2983,1.9114506842067025
2024-06-10,Palestine,Asia,4476,2597,1.263478387775719
2024-06-10,Nigeria,Africa,4463,3275,1.1128694390265979
