mention_week,conflict_country_name,conflict_continent,material_conflict_mentions,material_conflict_unique_events,material_conflict_mentions_weighted
2018-02-19,Nigeria,Africa,13598,7049,3.2323599188840904
2018-02-19,Australia,Oceania,13322,4234,0.801351565043265
2018-02-19,Ukraine,Europe,11700,5865,1.6849973642542846
2018-02-19,Canada,North America,10401,4531,0.6532753636335197
2018-02-19,Iran,Asia,9741,4648,1.979225657756618
2018-02-19,France,Europe,8944,4063,2.5357917394537766
2018-02-19,Germany,Europe,8202,3432,1.5303410198872807
2018-02-26,United States,North America,314456,80947,16.246152526852306
2018-02-26,Syria,Asia,45587,17696,12.543833432923165
2018-02-26,Israel,Asia,36114,7413,2.2780001293528462
2018-02-26,Russia,Europe,26453,12313,6.03904714244746
2018-02-26,United Kingdom,Europe,21176,7979,2.783240694074841
2018-02-26,Turkey,Asia,16424,8036,4.10109389449529
2018-02-26,Australia,Oceania,15496,4153,0.8821310360064508
2018-02-26,India,Asia,12475,7166,0.9179915586329729
2018-02-26,France,Europe,12331,4705,3.65641778792625
2018-02-26,Nigeria,Africa,12105,6764,2.6122687666949616
2018-02-26,Italy,Europe,11776,4509,2.871302827835436
2018-02-26,Slovakia,Europe,11645,3432,4.332552469378848
2018-02-26,Ukraine,Europe,10570,5743,2.054510560671534
2018-02-26,Canada,North America,9961,3985,0.5784811470540449
2018-02-26,Germany,Europe,9256,3932,2.1568165523147504
2018-03-05,United States,North America,268650,73677,13.236994093426807
2018-03-05,Russia,Europe,38767,14338,8.335704218307468
2018-03-05,Israel,Asia,34908,7098,2.499375419720251
2018-03-05,Syria,Asia,33422,14239,9.48866628649359
2018-03-05,United Kingdom,Europe,26611,9899,2.8728381082532706
2018-03-05,Turkey,Asia,16729,7716,4.467402001343085
2018-03-05,India,Asia,13731,8757,1.0667547126988004
2018-03-05,Afghanistan,Asia,13342,3661,2.2664494197668885
2018-03-05,Canada,North America,11307,4374,0.7703217796674088
2018-03-05,Australia,Oceania,9013,3489,0.7547801935336006
2018-03-05,China,Asia,8546,3788,1.9851752858793785
2018-03-05,Pakistan,Asia,8189,4142,0.8973056471977886
2018-03-05,Mexico,North America,8151,3260,0.766110290589335
2018-03-05,Nigeria,Africa,7937,4830,1.3111467885073476
2018-03-05,France,Europe,7912,3568,2.7081411460194684
2018-03-12,United States,North America,268209,74904,12.927596162426623
2018-03-12,Russia,Europe,74798,24464,16.045375652305573
2018-03-12,Syria,Asia,45179,14715,8.703013997248437
2018-03-12,United Kingdom,Europe,43864,15930,7.200294307134869
2018-03-12,Israel,Asia,36085,8559,3.085827887554719
2018-03-12,Turkey,Asia,23294,8077,4.272669249161559
2018-03-12,India,Asia,12219,7590,0.9013102965086606
2018-03-12,Australia,Oceania,10987,4010,0.8207604661353148
2018-03-12,Afghanistan,Asia,8579,3173,1.6464206979191187
2018-03-12,Ukraine,Europe,8507,5140,2.1663668440798145
2018-03-12,Canada,North America,8153,3729,0.5494017155233182
2018-03-12,China,Asia,8123,3490,1.7589606547041554
2018-03-12,Palestine,Asia,8037,1005,0.33987356060027024
2018-03-12,Nigeria,Africa,7824,4758,1.3132336318821018
2018-03-12,Mexico,North America,6996,3355,0.868288210780039
2018-03-19,United States,North America,301002,76631,14.558780303116473
2018-03-19,Russia,Europe,40621,15912,9.690034067852409
2018-03-19,Israel,Asia,34786,9724,3.3031776771514982
2018-03-19,France,Europe,31703,10986,8.746819703429484
2018-03-19,Syria,Asia,30433,12710,6.250335077259131
2018-03-19,United Kingdom,Europe,27653,11790,4.571095419422886
2018-03-19,Turkey,Asia,17075,7589,3.591959270407222
2018-03-19,Spain,Europe,15076,5771,2.965288614191039
2018-03-19,Nigeria,Africa,14255,6351,1.9016569861488493
2018-03-19,India,Asia,13586,8356,0.8905255441787323
2018-03-19,Germany,Europe,12306,5063,2.3003965077243875
2018-03-19,Australia,Oceania,11580,3844,1.2964878041629981
2018-03-19,Canada,North America,10023,3803,0.5959408795506472
2018-03-19,Iraq,Asia,8725,3946,1.1789643048809282
2018-03-19,Egypt,Africa,8133,3171,1.4944540038828804
2018-03-26,United States,North America,270378,73362,11.86074460583731
2018-03-26,Russia,Europe,126287,34034,21.598715100193076
2018-03-26,Israel,Asia,65997,16157,11.022050520855547
2018-03-26,United Kingdom,Europe,41600,14648,5.064971869842924
2018-03-26,Serbia,Europe,24142,4891,2.070813902013789
2018-03-26,France,Europe,20748,8001,4.011546025697132
2018-03-26,Syria,Asia,18107,6648,2.514875280344861
2018-03-26,Germany,Europe,15310,6350,2.4628786147501156
2018-03-26,India,Asia,14864,8921,1.0574579804199435
2018-03-26,Turkey,Asia,14572,6038,2.2665851069402136
2018-03-26,Spain,Europe,12667,5343,3.111118387301554
2018-03-26,Pakistan,Asia,11223,4973,1.3673399683619472
2018-03-26,China,Asia,10586,4712,1.9076197696954877
2018-03-26,Australia,Oceania,9630,3422,0.6673782709857475
2018-03-26,Canada,North America,9373,3742,0.5902424762333099
2018-04-02,United States,North America,269025,76743,13.826356824296479
2018-04-02,Israel,Asia,65094,17055,9.520392867504613
2018-04-02,Russia,Europe,38411,15686,8.753779842148896
2018-04-02,Syria,Asia,33726,11064,6.38856961811417
2018-04-02,United Kingdom,Europe,28850,10010,3.3097798282759205
2018-04-02,India,Asia,21354,11968,2.107885895946325
2018-04-02,Brazil,South America,21303,7508,9.039072841005147
2018-04-02,Mexico,North America,18805,5545,1.3918130393390986
2018-04-02,Turkey,Asia,16152,6757,3.4547611875641047
2018-04-02,Germany,Europe,14797,5264,2.9863300417415624
2018-04-02,China,Asia,12782,4189,1.6822385843486038
2018-04-02,Pakistan,Asia,10070,5330,0.9741471333135134
2018-04-02,Spain,Europe,9922,4014,1.7847606151618296
2018-04-02,Palestine,Asia,9250,1491,0.42637021655648544
2018-04-02,Nigeria,Africa,9021,5185,2.60658453084677
2018-04-09,United States,North America,292226,81784,11.350692373450729
2018-04-09,Syria,Asia,262666,55864,33.34850054237851
2018-04-09,Russia,Europe,98374,28861,11.025330829130889
2018-04-09,Israel,Asia,69913,15511,4.912180067799429
2018-04-09,United Kingdom,Europe,54322,15539,4.041627875249304
2018-04-09,France,Europe,40060,12072,4.918065426800042
2018-04-09,India,Asia,20495,12121,1.7905194046878417
2018-04-09,Iran,Asia,20137,5847,1.357894279698485
2018-04-09,Turkey,Asia,10092,4154,1.0076374700383393
2018-04-09,Mexico,North America,9939,3964,0.6159050716028696
2018-04-09,Canada,North America,9736,3651,0.3396936937356226
2018-04-09,Afghanistan,Asia,9646,2791,1.2471696711199372
2018-04-09,Australia,Oceania,9525,3444,0.8585853586051383
2018-04-09,Palestine,Asia,9309,1145,0.39372469012799566
2018-04-09,Germany,Europe,9170,3879,1.1785074204005153
2018-04-16,United States,North America,300201,79331,14.255734558643738
2018-04-16,Syria,Asia,67592,21799,12.703647299813726
2018-04-16,Israel,Asia,54075,11381,4.744569973850201
2018-04-16,Russia,Europe,35375,14385,6.198264470196815
2018-04-16,United Kingdom,Europe,33092,12327,5.289694862537576
2018-04-16,India,Asia,21332,12072,2.4457523319247145
2018-04-16,Afghanistan,Asia,19048,3235,2.189831867481587
2018-04-16,France,Europe,16056,7294,3.7288346830092824
2018-04-16,China,Asia,12490,4794,2.0339568467730658
2018-04-16,Australia,Oceania,12320,3878,0.8814875565393375
2018-04-16,Canada,North America,10164,4186,0.947112334757322
2018-04-16,Turkey,Asia,9876,4138,2.214691033925107
2018-04-16,Iran,Asia,9307,4163,1.3237710094841395
2018-04-16,Germany,Europe,8999,3944,1.712340809217401
2018-04-16,Mexico,North America,8796,3933,0.913021225121391
2018-04-23,United States,North America,323119,75961,13.0270702455956
2018-04-23,Israel,Asia,56708,12651,6.009488634972966
2018-04-23,United Kingdom,Europe,24618,8803,3.530478874939234
2018-04-23,Syria,Asia,21886,8759,4.513737994681201
2018-04-23,Canada,North America,20417,6094,2.570983229852411
2018-04-23,Mexico,North America,17327,5548,2.095559615665995
2018-04-23,India,Asia,17236,10178,1.8628855354276224
2018-04-23,Russia,Europe,14587,7748,3.7533488912579225
2018-04-23,France,Europe,13136,5551,4.028938646842441
2018-04-23,Afghanistan,Asia,12261,4368,2.0806519739078753
2018-04-23,Nigeria,Africa,11015,6112,2.239624571259099
2018-04-23,Iran,Asia,10358,3923,1.3724417080189308
2018-04-23,Australia,Oceania,10031,3501,0.6299420100365692
2018-04-23,China,Asia,9831,4849,2.2753321025495934
2018-04-23,Turkey,Asia,8312,3490,2.1415870763569473
2018-04-30,United States,North America,274790,71790,11.588110707273911
2018-04-30,Israel,Asia,38940,10185,4.992832363366253
2018-04-30,Afghanistan,Asia,37582,8002,6.7393881860000056
2018-04-30,Russia,Europe,22066,8917,6.458395444757882
2018-04-30,United Kingdom,Europe,21797,8280,2.324363646738815
2018-04-30,Syria,Asia,20644,8143,4.663269713166688
2018-04-30,India,Asia,17626,9684,3.047408301684015
2018-04-30,Iran,Asia,17398,6504,3.8623453470141618
2018-04-30,France,Europe,14759,4963,3.398309627593962
2018-04-30,Australia,Oceania,12664,4048,0.9624970658809318
2018-04-30,Pakistan,Asia,11004,4820,1.3488559282377275
2018-04-30,Nigeria,Africa,10756,5977,2.0862448087002052
2018-04-30,Canada,North America,9270,3617,0.5407141303032881
2018-04-30,Germany,Europe,8355,2927,1.4597813387922873
2018-04-30,Turkey,Asia,8204,3433,1.707578679024166
2018-05-07,United States,North America,281950,72192,11.758491746577535
2018-05-07,Israel,Asia,85494,21755,11.7461033829833
2018-05-07,Iran,Asia,51334,16859,8.220787463361443
2018-05-07,Syria,Asia,45862,13305,6.709139236390067
2018-05-07,Indonesia,Asia,30915,5439,4.319905487256429
2018-05-07,North Korea,Asia,23574,2856,2.2246754944021196
2018-05-07,France,Europe,19323,5317,3.7763082922326787
2018-05-07,United Kingdom,Europe,19281,7263,2.2345941467465
2018-05-07,Russia,Europe,17889,8195,4.000751118715063
2018-05-07,India,Asia,16367,9882,2.7873346674299975
2018-05-07,Australia,Oceania,14357,4322,1.0230345483101455
2018-05-07,Afghanistan,Asia,13580,5380,3.0609859736448874
2018-05-07,China,Asia,12049,5198,2.8477723340422165
2018-05-07,Iraq,Asia,11597,3189,1.5577838610867867
2018-05-07,Canada,North America,9286,3555,0.38143984400415626
2018-05-14,United States,North America,304736,77827,15.065626319676783
2018-05-14,Israel,Asia,167891,39030,30.42912928652023
2018-05-14,Indonesia,Asia,24887,7592,3.736508364101726
2018-05-14,United Kingdom,Europe,21730,7791,2.418997108797633
2018-05-14,Russia,Europe,20038,8764,3.688030039809925
2018-05-14,Turkey,Asia,14831,6006,2.299078278889147
2018-05-14,India,Asia,14131,8167,1.0978089905294637
2018-05-14,Syria,Asia,13301,5153,1.7912272898320503
2018-05-14,Iran,Asia,12283,5278,1.7881196184344084
2018-05-14,France,Europe,11707,4470,2.6415509724778232
2018-05-14,Australia,Oceania,10291,3592,0.5961269301016491
2018-05-14,Ukraine,Europe,10175,5593,2.025009565105902
2018-05-14,Palestine,Asia,9729,2270,0.758184330907925
2018-05-14,Pakistan,Asia,9536,4767,1.0383206439838601
2018-05-14,South Korea,Asia,9501,2738,1.717882277863443
2018-05-21,United States,North America,294176,73692,15.285889791852071
2018-05-21,Israel,Asia,45901,13120,7.180416312095107
2018-05-21,United Kingdom,Europe,23121,7674,3.390570577285329
2018-05-21,Russia,Europe,20924,10055,5.821498165179432
2018-05-21,Syria,Asia,18951,6958,4.151449032041152
2018-05-21,Australia,Oceania,15233,4638,1.428415405286602
2018-05-21,India,Asia,13356,8305,1.4601277310622014
2018-05-21,Ukraine,Europe,11650,6550,2.3596382647744383
2018-05-21,Iran,Asia,10719,4470,1.9076024276108594
2018-05-21,China,Asia,10630,4724,3.28430168422266
2018-05-21,North Korea,Asia,10330,3574,3.0293287201479058
2018-05-21,France,Europe,9780,4078,2.479673360308707
2018-05-21,Venezuela,South America,9349,3744,3.0401074197662425
2018-05-21,Mexico,North America,8385,3662,1.0364978703181096
2018-05-21,Canada,North America,7727,3140,0.454304918599732
2018-05-28,United States,North America,252135,63127,11.105891799469664
2018-05-28,Israel,Asia,71839,18558,11.913943080043635
2018-05-28,Russia,Europe,36273,14139,7.8681779690496745
2018-05-28,Ukraine,Europe,27026,10847,5.890660460856052
2018-05-28,Belgium,Europe,21370,5221,4.667890092441473
2018-05-28,United Kingdom,Europe,17901,7040,2.068381523100833
2018-05-28,India,Asia,13410,8307,1.071706791206366
2018-05-28,Australia,Oceania,12362,3757,0.6592569738304257
2018-05-28,Syria,Asia,11597,5249,2.5387793365913645
2018-05-28,Germany,Europe,10169,3924,2.1978395383953937
2018-05-28,Canada,North America,10069,4009,0.7161216550166165
2018-05-28,Spain,Europe,9681,4017,3.5419094693798914
2018-05-28,France,Europe,9523,4318,2.6238350876507495
2018-05-28,Iran,Asia,8685,3149,1.4650526106956603
2018-05-28,Afghanistan,Asia,8670,3456,1.8586799489399357
2018-06-04,United States,North America,247385,68046,13.351605749407158
2018-06-04,Israel,Asia,40140,10307,5.900714992194354
2018-06-04,United Kingdom,Europe,20825,7299,2.6779702165101558
2018-06-04,Russia,Europe,18539,8468,5.009794800658708
2018-06-04,India,Asia,13879,8252,1.3515181720300022
2018-06-04,Afghanistan,Asia,13720,3908,2.8670615675720796
2018-06-04,Syria,Asia,13586,5626,4.335034847080614
2018-06-04,Canada,North America,11507,4371,0.9264831857539186
2018-06-04,China,Asia,10633,4580,2.670403925022431
2018-06-04,Australia,Oceania,10136,3321,0.9036988200204735
2018-06-04,Guatemala,North America,9798,1189,1.3183391681972645
2018-06-04,France,Europe,9615,4022,3.1195959650447245
2018-06-04,Ukraine,Europe,8939,5309,1.876299697814574
2018-06-04,Germany,Europe,8529,3574,2.1370230912869275
2018-06-04,Turkey,Asia,7324,3667,2.460584783203105
2018-06-11,United States,North America,225874,63937,12.514301269405836
2018-06-11,Israel,Asia,26553,7467,3.43305566980008
2018-06-11,United Kingdom,Europe,22309,7540,3.2199096439623873
2018-06-11,Afghanistan,Asia,17308,5489,3.843806307375028
2018-06-11,Yemen,Asia,15550,4417,4.897686084895894
2018-06-11,India,Asia,14569,8971,1.19226757021322
2018-06-11,North Korea,Asia,13252,4139,2.144939823583554
2018-06-11,Russia,Europe,13046,5664,3.352400038057813
2018-06-11,Canada,North America,11637,4069,0.8426209265290321
2018-06-11,Pakistan,Asia,10352,5050,1.3946675304077316
2018-06-11,Australia,Oceania,10045,3294,0.7190928559632447
2018-06-11,Italy,Europe,10004,3840,2.3645933860387314
2018-06-11,South Korea,Asia,9151,2911,1.7301091047552768
2018-06-11,China,Asia,8400,3654,2.971755920831323
2018-06-11,France,Europe,8385,4328,3.0624101465988804
2018-06-18,United States,North America,237121,69425,15.900154116153526
2018-06-18,Israel,Asia,39307,10345,5.057202219835933
2018-06-18,United Kingdom,Europe,19970,7071,2.6806243298811414
2018-06-18,Syria,Asia,16158,8301,5.848718692049267
2018-06-18,India,Asia,14381,8944,1.4711390433263398
2018-06-18,Australia,Oceania,13458,4129,1.244970933019155
2018-06-18,Canada,North America,11431,4168,0.7276780286872994
2018-06-18,Mexico,North America,11144,4897,2.1162582824543703
2018-06-18,Yemen,Asia,10098,3683,3.327249311410793
2018-06-18,Turkey,Asia,9730,4158,2.3263483904897413
2018-06-18,Russia,Europe,9584,5806,3.047156288605595
2018-06-18,China,Asia,9350,3791,1.6791273664206683
2018-06-18,Germany,Europe,9338,4195,2.864897730748514
2018-06-18,Italy,Europe,8413,3172,1.9518995480914756
2018-06-18,Ukraine,Europe,7555,4710,1.642117684720936
2018-06-25,United States,North America,333618,81294,21.110304847867596
2018-06-25,Israel,Asia,25103,7321,2.864832170949902
2018-06-25,United Kingdom,Europe,18365,7313,2.7482120193736823
2018-06-25,Syria,Asia,15804,7637,4.630372915348149
2018-06-25,Mexico,North America,14722,5638,3.110957321858867
2018-06-25,India,Asia,13962,8388,1.3331097803307026
2018-06-25,Russia,Europe,13358,6702,4.093639248490151
2018-06-25,Australia,Oceania,13291,4280,0.8685823736156848
2018-06-25,France,Europe,12216,4280,3.7252890437417436
2018-06-25,Canada,North America,11617,4183,0.701128854952837
2018-06-25,China,Asia,10191,3789,1.7143930270076804
2018-06-25,Nigeria,Africa,9866,5581,1.7289664310534578
2018-06-25,Turkey,Asia,7788,3678,2.5158275117039404
2018-06-25,Ukraine,Europe,7504,4578,1.7205672639753324
2018-06-25,Iran,Asia,7193,3175,1.3281595109727424
2018-07-02,United States,North America,232054,62349,13.000329611902199
2018-07-02,Israel,Asia,35345,8035,3.4768473721136948
2018-07-02,United Kingdom,Europe,23404,7839,3.242524257478257
2018-07-02,Australia,Oceania,16206,4734,1.5054344971857285
2018-07-02,Syria,Asia,14602,7012,4.687147964591723
2018-07-02,Russia,Europe,14453,7117,4.424200902114395
2018-07-02,India,Asia,13710,8643,1.2692164112088642
2018-07-02,France,Europe,12646,5358,3.9982282091452506
2018-07-02,Iran,Asia,10578,4478,2.370359375888176
2018-07-02,Mexico,North America,9971,4305,2.462082418903096
2018-07-02,China,Asia,9874,4337,3.0646638349802537
2018-07-02,Philippines,Asia,9403,3991,2.136881519843694
2018-07-02,Canada,North America,8495,3359,0.7227121601191946
2018-07-02,Ukraine,Europe,8480,4948,1.5205670856990308
2018-07-02,Germany,Europe,7996,3472,2.2577687811512717
2018-07-09,United States,North America,254495,62964,12.963581292460669
2018-07-09,Israel,Asia,49490,12530,10.028650656629347
2018-07-09,United Kingdom,Europe,28723,8823,3.9687111458670405
2018-07-09,Russia,Europe,25003,9246,4.78899653076646
2018-07-09,Pakistan,Asia,23611,8723,3.516994689415973
2018-07-09,India,Asia,13460,8164,1.2269659682407634
2018-07-09,Syria,Asia,13216,6235,3.0882931091206878
2018-07-09,Germany,Europe,12499,4887,3.3340611564676954
2018-07-09,Afghanistan,Asia,11968,4437,2.4436124080843995
2018-07-09,Australia,Oceania,11430,3103,0.9017975587190628
2018-07-09,China,Asia,10891,4586,2.7507293914116073
2018-07-09,Turkey,Asia,8992,4193,2.7290365074209113
2018-07-09,Iraq,Asia,8451,3306,2.334073302780024
2018-07-09,Canada,North America,7597,2979,0.46573414480210507
2018-07-09,Ukraine,Europe,6748,4306,1.4531193159013076
2018-07-16,United States,North America,259985,66558,12.545526010506828
2018-07-16,Israel,Asia,49937,12677,9.110414582122994
2018-07-16,Russia,Europe,44288,16807,8.994230487790368
2018-07-16,United Kingdom,Europe,21005,8292,3.9416707935845476
2018-07-16,Syria,Asia,16724,6232,4.039178274885162
2018-07-16,Australia,Oceania,13764,3842,1.010490925174019
2018-07-16,Afghanistan,Asia,12727,4017,2.3658369203067586
2018-07-16,India,Asia,12425,7885,1.4186871883559127
2018-07-16,Canada,North America,11307,3108,1.0486514278478412
2018-07-16,Turkey,Asia,10063,3964,2.5737438533008
2018-07-16,Pakistan,Asia,9937,5064,1.214601209732725
2018-07-16,Germany,Europe,8846,3454,2.3481439580867467
2018-07-16,Ukraine,Europe,8300,4989,1.5714227759926196
2018-07-16,Nigeria,Africa,8064,4959,1.709308617994006
2018-07-16,Nicaragua,North America,7507,3365,5.633147716736848
2018-07-23,United States,North America,301652,70643,14.339967284213463
2018-07-23,Israel,Asia,57368,15725,10.235596721115323
2018-07-23,Canada,North America,41298,6332,3.8059620300652823
2018-07-23,Syria,Asia,26577,10628,7.641944272037191
2018-07-23,Russia,Europe,21285,10506,4.638230928281788
2018-07-23,United Kingdom,Europe,20226,7583,3.3558093719785127
2018-07-23,Australia,Oceania,17742,3922,0.7234427699352045
2018-07-23,Greece,Europe,16921,3719,3.6198970039329277
2018-07-23,India,Asia,13124,7889,1.0435081778138457
2018-07-23,Turkey,Asia,13096,4481,2.5330313151028228
2018-07-23,China,Asia,10335,4422,1.9147502277978894
2018-07-23,Ukraine,Europe,10190,4965,1.608926513360084
2018-07-23,Pakistan,Asia,7854,4211,1.2517210558889482
2018-07-23,Afghanistan,Asia,7721,2893,1.68553195635317
2018-07-23,Nigeria,Africa,7710,4697,1.4621893512256592
2018-07-30,United States,North America,277393,69793,14.3714015043304
2018-07-30,Israel,Asia,31831,9261,4.141774453617638
2018-07-30,Russia,Europe,29818,12496,7.73850816393198
2018-07-30,United Kingdom,Europe,18100,7248,3.3304497480384083
2018-07-30,Australia,Oceania,17339,4445,1.13182821384009
2018-07-30,Syria,Asia,17280,6159,3.7397343290446377
2018-07-30,Turkey,Asia,16266,6024,3.9820535833979327
2018-07-30,Afghanistan,Asia,15900,5775,4.606296897708444
2018-07-30,India,Asia,12643,7903,1.1875666562976122
2018-07-30,Ukraine,Europe,12049,5767,1.7742717386785498
2018-07-30,Canada,North America,11429,3133,0.5527109896341853
2018-07-30,China,Asia,10483,4736,2.399359855310076
2018-07-30,Zimbabwe,Africa,9653,2795,3.5736195181615105
2018-07-30,Iran,Asia,8083,3460,1.5748727047091606
2018-07-30,Mexico,North America,7324,2628,0.9152160201152891
2018-08-06,United States,North America,318142,78653,13.892718267958845
2018-08-06,Israel,Asia,62657,13915,8.137114582783797
2018-08-06,Canada,North America,31759,8842,4.764212268968229
2018-08-06,Russia,Europe,30548,12886,6.4805461304294285
2018-08-06,United Kingdom,Europe,21794,7603,2.191908350136484
2018-08-06,Saudi Arabia,Asia,21125,7503,4.806924256512774
2018-08-06,Australia,Oceania,17212,4215,0.8672252130570961
2018-08-06,Afghanistan,Asia,16416,4947,2.382049560950674
2018-08-06,Syria,Asia,15690,5495,3.253026469467613
2018-08-06,India,Asia,15094,8509,0.9946536996041031
2018-08-06,China,Asia,15008,5150,2.2600886975336416
2018-08-06,Iran,Asia,12719,4437,1.8371784150828028
2018-08-06,Ukraine,Europe,11885,5623,1.471108780871655
2018-08-06,Egypt,Africa,10909,2894,1.134043551825936
2018-08-06,Yemen,Asia,10062,3263,1.8836342406670907
2018-08-13,United States,North America,249877,67022,14.504147851699187
2018-08-13,Afghanistan,Asia,37518,9888,8.809093745062412
2018-08-13,Israel,Asia,37093,8571,5.311843739368733
2018-08-13,United Kingdom,Europe,36386,9573,5.124315329722313
2018-08-13,Australia,Oceania,17916,4724,1.2972228563988548
2018-08-13,Russia,Europe,16337,8865,5.169805301157078
2018-08-13,Canada,North America,15619,3706,0.5521813865667573
2018-08-13,Turkey,Asia,13196,5732,4.373062778547095
2018-08-13,India,Asia,11381,6951,0.9688570942831913
2018-08-13,Syria,Asia,11155,3621,2.007800920650412
2018-08-13,Saudi Arabia,Asia,10856,2581,1.4370967516676776
2018-08-13,China,Asia,10534,4661,4.84604843467327
2018-08-13,Ukraine,Europe,8805,5026,1.707520335555366
2018-08-13,Pakistan,Asia,8611,2920,0.8469743583479932
2018-08-13,Iraq,Asia,8158,2485,1.2031197832186649
2018-08-20,United States,North America,341857,77513,19.70692251252411
2018-08-20,Russia,Europe,39517,15051,11.47167776229521
2018-08-20,Israel,Asia,21487,6026,2.56234814936806
2018-08-20,Australia,Oceania,17924,4679,1.343480471004904
2018-08-20,United Kingdom,Europe,17922,7271,2.6537547433884385
2018-08-20,Afghanistan,Asia,17228,5203,4.694295038861685
2018-08-20,Syria,Asia,11678,4545,3.130252923950531
2018-08-20,India,Asia,11137,6892,1.1154339132840885
2018-08-20,Ukraine,Europe,11030,5446,2.154161134306053
2018-08-20,Mexico,North America,10881,3431,0.6542013835243563
2018-08-20,China,Asia,10540,4696,2.6442210209437618
2018-08-20,Turkey,Asia,10419,3680,3.4024819181119272
2018-08-20,Canada,North America,10384,3128,0.4935827760356805
2018-08-20,Vietnam,Asia,10288,1798,1.51345818823633
2018-08-20,Germany,Europe,9527,3309,2.122101741190521
2018-08-27,United States,North America,268463,69954,14.827175623401954
2018-08-27,Israel,Asia,31196,6847,3.5295190085156567
2018-08-27,Russia,Europe,27094,13165,8.701713358216736
2018-08-27,United Kingdom,Europe,24501,8587,3.123266415690611
2018-08-27,Australia,Oceania,21688,4441,1.5286617867939527
2018-08-27,India,Asia,19983,10923,1.3479486126356344
2018-08-27,Syria,Asia,19440,8137,4.926972665697657
2018-08-27,Germany,Europe,16014,4760,3.889627636532317
2018-08-27,Ukraine,Europe,13060,6639,2.8335723768189953
2018-08-27,France,Europe,12619,4565,2.7133095178217363
2018-08-27,China,Asia,11087,4869,2.656017774728588
2018-08-27,Canada,North America,10865,3360,0.7283351749458593
2018-08-27,Afghanistan,Asia,10090,3637,2.108961040503142
2018-08-27,Iran,Asia,9208,4064,1.779647072116866
2018-08-27,Vietnam,Asia,8815,2262,1.3745361172243444
2018-09-03,United States,North America,259395,63059,15.620588546170417
2018-09-03,Syria,Asia,44217,15283,9.372720042109295
2018-09-03,Israel,Asia,40127,8740,3.704258544656899
2018-09-03,Russia,Europe,38655,16794,10.652767944707458
2018-09-03,United Kingdom,Europe,27245,9523,3.485384898858924
2018-09-03,Australia,Oceania,16371,3461,0.7257749840473955
2018-09-03,India,Asia,16140,8894,1.036164307967072
2018-09-03,Iran,Asia,15863,5519,2.5973620838782834
2018-09-03,Afghanistan,Asia,14813,4464,2.50267763772984
2018-09-03,Iraq,Asia,13772,5474,3.492287629919608
2018-09-03,Canada,North America,13049,2993,0.6922942555486272
2018-09-03,Germany,Europe,10252,3839,2.1203304339116493
2018-09-03,Turkey,Asia,10085,3554,1.967701808682237
2018-09-03,Brazil,South America,9701,3283,2.471684721700279
2018-09-03,China,Asia,9338,3997,2.1127192768253336
2018-09-10,United States,North America,330552,72323,18.729948611262017
2018-09-10,Israel,Asia,58919,10795,5.376150150880889
2018-09-10,Russia,Europe,33964,14375,9.470786777812028
2018-09-10,Syria,Asia,30704,11257,7.180077042760229
2018-09-10,Afghanistan,Asia,21649,6131,5.168078761019568
2018-09-10,United Kingdom,Europe,21417,8431,2.901728865213911
2018-09-10,Australia,Oceania,14433,3447,0.9550263219292198
2018-09-10,India,Asia,13362,8464,1.0440205610233966
2018-09-10,China,Asia,12091,5098,2.937935138926641
2018-09-10,France,Europe,11165,4122,3.65673554382505
2018-09-10,Iran,Asia,11084,4130,1.4919054870654052
2018-09-10,Turkey,Asia,10986,3781,3.0191648673746654
2018-09-10,Canada,North America,10884,2960,0.3629060134660684
2018-09-10,Switzerland,Europe,8966,844,0.5138129095825431
2018-09-10,Ukraine,Europe,8918,4703,1.3344634171020564
2018-09-17,United States,North America,346504,73517,14.087428612943791
2018-09-17,Israel,Asia,45911,13877,6.872767684902789
2018-09-17,Russia,Europe,39719,15521,9.695398925806789
2018-09-17,Syria,Asia,32635,11369,7.754262210555004
2018-09-17,Iran,Asia,27679,7925,8.041632838808424
2018-09-17,United Kingdom,Europe,17600,7180,2.1296487365200165
2018-09-17,Australia,Oceania,16495,3652,0.8764031629355521
2018-09-17,India,Asia,14953,8873,1.5975752373332217
2018-09-17,China,Asia,14723,5687,3.432930289891923
2018-09-17,Canada,North America,11845,2918,0.4714000573798086
2018-09-17,Turkey,Asia,9641,3347,1.8817898924047907
2018-09-17,Ukraine,Europe,8943,5098,1.7380458329917057
2018-09-17,Mexico,North America,8848,3340,1.4045458499203765
2018-09-17,Afghanistan,Asia,7377,2413,1.1415898926350057
2018-09-17,Germany,Europe,7157,2526,1.2959694975699312
2018-09-24,United States,North America,337274,76052,22.60141555139543
2018-09-24,Israel,Asia,33956,8545,4.896801944504391
2018-09-24,Russia,Europe,25919,11107,6.426254651147933
2018-09-24,Iran,Asia,17047,7138,4.253710884649808
2018-09-24,United Kingdom,Europe,16164,6811,2.384702234506223
2018-09-24,Syria,Asia,16069,6401,3.773332536829144
2018-09-24,India,Asia,15590,8484,1.214195053963545
2018-09-24,Australia,Oceania,15294,2882,0.8078431711285824
2018-09-24,Canada,North America,14264,3412,0.7335637019979802
2018-09-24,China,Asia,14222,5488,3.2468815440111554
2018-09-24,Turkey,Asia,9394,3234,2.048434864898994
2018-09-24,Spain,Europe,8390,2690,1.6531183896559927
