mention_week,conflict_continent,conflict_country_name,material_conflict_mentions
2020-03-23,Europe,North Macedonia,310772
2020-03-23,Europe,Norway,262657
2020-03-23,Europe,Poland,536692
2020-03-23,Europe,Portugal,185985
2020-03-23,Europe,Romania,624529
2020-03-23,Europe,Russia,7004061
2020-03-23,Europe,Serbia,502633
2020-03-23,Europe,Slovakia,76404
2020-03-23,Europe,Slovenia,47568
2020-03-23,Europe,Spain,1565178
2020-03-23,Europe,Sweden,856093
2020-03-23,Europe,Switzerland,467065
2020-03-23,Europe,Ukraine,3047994
2020-03-23,Europe,United Kingdom,6769664
2020-03-23,Europe,Vatican City,22805
2020-03-23,North America,Aruba,3119
2020-03-23,North America,Bahamas,74946
2020-03-23,North America,Barbados,11959
2020-03-23,North America,Belize,37870
2020-03-23,North America,Bermuda,9522
2020-03-23,North America,Canada,3079885
2020-03-23,North America,Cayman Islands,3045
2020-03-23,North America,Costa Rica,26428
2020-03-23,North America,Cuba,375580
2020-03-23,North America,Dominica,8127
2020-03-23,North America,Dominican Republic,55175
2020-03-23,North America,El Salvador,164830
2020-03-23,North America,Greenland,10847
2020-03-23,North America,Guadeloupe,23936
2020-03-23,North America,Guatemala,231471
2020-03-23,North America,Haiti,129372
2020-03-23,North America,Honduras,216817
2020-03-23,North America,Jamaica,104291
2020-03-23,North America,Martinique,3447
2020-03-23,North America,Mexico,2614585
2020-03-23,North America,Nicaragua,149347
2020-03-23,North America,Panama,133750
2020-03-23,North America,Puerto Rico,96365
2020-03-23,North America,Saint Lucia,2018
2020-03-23,North America,Saint Vincent and the Grenadines,3078
2020-03-23,North America,Saint-Martin,757
2020-03-23,North America,Trinidad and Tobago,48674
2020-03-23,North America,Turks and Caicos Islands,2758
2020-03-23,North America,United States,70208728
2020-03-23,North America,"Virgin Islands, U.S.",4594
2020-03-23,Oceania,American Samoa,1820
2020-03-23,Oceania,Australia,4142134
2020-03-23,Oceania,Fiji,36686
2020-03-23,Oceania,French Polynesia,1053
2020-03-23,Oceania,Guam,46747
2020-03-23,Oceania,Kiribati,5896
2020-03-23,Oceania,Marshall Islands,5974
2020-03-23,Oceania,Micronesia,2377
2020-03-23,Oceania,New Zealand,481847
2020-03-23,Oceania,Oceania,3536
2020-03-23,Oceania,Oceans,61835
2020-03-23,Oceania,Palau,5250
2020-03-23,Oceania,Papua New Guinea,37907
2020-03-23,Oceania,Samoa,11375
2020-03-23,Oceania,Tonga,4971
2020-03-23,South America,Argentina,454445
2020-03-23,South America,Bolivia,169659
2020-03-23,South America,Brazil,1169821
2020-03-23,South America,Chile,318535
2020-03-23,South America,Colombia,612232
2020-03-23,South America,Ecuador,157261
2020-03-23,South America,Guyana,40319
2020-03-23,South America,Paraguay,70096
2020-03-23,South America,Peru,337100
2020-03-23,South America,Suriname,6109
2020-03-23,South America,Uruguay,55355
2020-03-23,South America,Venezuela,1155344
2020-03-30,Africa,Algeria,200771
2020-03-30,Africa,Angola,103845
2020-03-30,Africa,Benin,33385
2020-03-30,Africa,Botswana,21289
2020-03-30,Africa,Burkina Faso,197436
2020-03-30,Africa,Burundi,141973
2020-03-30,Africa,Cameroon,179710
2020-03-30,Africa,Central African Republic,104579
2020-03-30,Africa,Chad,141322
2020-03-30,Africa,Comoros,2219
2020-03-30,Africa,Democratic Republic of Congo,77945
2020-03-30,Africa,Djibouti,42616
2020-03-30,Africa,Egypt,2360895
2020-03-30,Africa,Eritrea,41036
2020-03-30,Africa,Ethiopia,193478
2020-03-30,Africa,Gabon,19504
2020-03-30,Africa,Gambia,73279
2020-03-30,Africa,Ghana,291561
2020-03-30,Africa,Guinea,52819
2020-03-30,Africa,Ivory Coast,72236
2020-03-30,Africa,Kenya,698546
2020-03-30,Africa,Lesotho,16537
2020-03-30,Africa,Liberia,47942
2020-03-30,Africa,Libya,1001069
2020-03-30,Africa,Madagascar,13365
2020-03-30,Africa,Malawi,52503
2020-03-30,Africa,Mali,394820
2020-03-30,Africa,Mauritania,31270
2020-03-30,Africa,Mauritius,48236
2020-03-30,Africa,Mayotte,1219
2020-03-30,Africa,Morocco,325349
2020-03-30,Africa,Mozambique,55512
2020-03-30,Africa,Namibia,38099
2020-03-30,Africa,Niger,151415
2020-03-30,Africa,Nigeria,2215900
2020-03-30,Africa,Republic of Congo,147344
2020-03-30,Africa,Reunion,13171
2020-03-30,Africa,Rwanda,120065
2020-03-30,Africa,Senegal,82672
2020-03-30,Africa,Sierra Leone,32006
2020-03-30,Africa,Somalia,757492
2020-03-30,Africa,South Africa,1052806
2020-03-30,Africa,South Sudan,213300
2020-03-30,Africa,Sudan,457307
2020-03-30,Africa,Tanzania,100259
2020-03-30,Africa,Togo,17689
2020-03-30,Africa,Tunisia,473112
2020-03-30,Africa,Uganda,249592
2020-03-30,Africa,Zambia,53365
2020-03-30,Africa,Zimbabwe,421964
2020-03-30,Africa,eSwatini,7614
2020-03-30,Antarctica,Antarctica,4342
2020-03-30,Asia,Afghanistan,3285515
2020-03-30,Asia,Armenia,322417
2020-03-30,Asia,Azerbaijan,230272
2020-03-30,Asia,Bahrain,210403
2020-03-30,Asia,Bangladesh,1302842
2020-03-30,Asia,Bhutan,7209
2020-03-30,Asia,Cambodia,184674
2020-03-30,Asia,China,3155892
2020-03-30,Asia,East Timor,6588
2020-03-30,Asia,Georgia,51022
2020-03-30,Asia,Hong Kong,306423
2020-03-30,Asia,India,4393540
2020-03-30,Asia,Indonesia,1239910
2020-03-30,Asia,Iran,3315512
2020-03-30,Asia,Iraq,4201942
2020-03-30,Asia,Israel,9683240
2020-03-30,Asia,Japan,1056673
2020-03-30,Asia,Jordan,482712
2020-03-30,Asia,Kazakhstan,109501
2020-03-30,Asia,Kuwait,146275
2020-03-30,Asia,Kyrgyzstan,55508
2020-03-30,Asia,Laos,20631
2020-03-30,Asia,Lebanon,725957
2020-03-30,Asia,Macau,9396
2020-03-30,Asia,Malaysia,536337
2020-03-30,Asia,Maldives,69703
2020-03-30,Asia,Mongolia,17964
2020-03-30,Asia,Myanmar,348422
2020-03-30,Asia,Nepal,199602
2020-03-30,Asia,North Korea,1255847
2020-03-30,Asia,Oman,54823
2020-03-30,Asia,Pakistan,3087967
2020-03-30,Asia,Palestine,1375579
2020-03-30,Asia,Philippines,1456197
2020-03-30,Asia,Qatar,237703
2020-03-30,Asia,Saudi Arabia,2620259
2020-03-30,Asia,Singapore,197032
2020-03-30,Asia,South Korea,1006356
2020-03-30,Asia,Sri Lanka,368597
2020-03-30,Asia,Syria,8592903
2020-03-30,Asia,Taiwan,152043
2020-03-30,Asia,Tajikistan,47038
2020-03-30,Asia,Thailand,500953
2020-03-30,Asia,Turkey,5624389
2020-03-30,Asia,Turkmenistan,36385
2020-03-30,Asia,United Arab Emirates,287553
2020-03-30,Asia,Uzbekistan,66945
2020-03-30,Asia,Vietnam,466705
2020-03-30,Asia,Yemen,1873963
2020-03-30,Europe,Albania,406773
2020-03-30,Europe,Andorra,4257
2020-03-30,Europe,Austria,262842
2020-03-30,Europe,Bailiwick of Guernsey,4943
2020-03-30,Europe,Bailiwick of Jersey,110993
2020-03-30,Europe,Belarus,198501
2020-03-30,Europe,Belgium,997760
2020-03-30,Europe,Bosnia and Herzegovina,92681
2020-03-30,Europe,Bulgaria,203852
2020-03-30,Europe,Croatia,212839
2020-03-30,Europe,Cyprus,106041
2020-03-30,Europe,Czech Republic,167134
2020-03-30,Europe,Denmark,340421
2020-03-30,Europe,Estonia,53213
2020-03-30,Europe,Finland,141830
2020-03-30,Europe,France,4016922
2020-03-30,Europe,Germany,2509915
2020-03-30,Europe,Gibraltar,19283
2020-03-30,Europe,Greece,890825
2020-03-30,Europe,Hungary,304202
2020-03-30,Europe,Iceland,43854
2020-03-30,Europe,Ireland,667339
2020-03-30,Europe,Italy,1602556
2020-03-30,Europe,Kosovo,132013
2020-03-30,Europe,Latvia,52228
2020-03-30,Europe,Lithuania,103578
2020-03-30,Europe,Luxembourg,27190
2020-03-30,Europe,Malta,77556
2020-03-30,Europe,Moldova,98118
2020-03-30,Europe,Monaco,8010
2020-03-30,Europe,Montenegro,33264
2020-03-30,Europe,Netherlands,506855
2020-03-30,Europe,North Macedonia,310838
2020-03-30,Europe,Norway,262929
2020-03-30,Europe,Poland,537533
2020-03-30,Europe,Portugal,186561
2020-03-30,Europe,Romania,625853
2020-03-30,Europe,Russia,7014468
2020-03-30,Europe,Serbia,503054
2020-03-30,Europe,Slovakia,76507
2020-03-30,Europe,Slovenia,47617
2020-03-30,Europe,Spain,1569716
2020-03-30,Europe,Sweden,858677
2020-03-30,Europe,Switzerland,467610
2020-03-30,Europe,Ukraine,3052794
2020-03-30,Europe,United Kingdom,6784858
2020-03-30,Europe,Vatican City,22811
2020-03-30,North America,Antigua and Barbuda,5800
2020-03-30,North America,Bahamas,75060
2020-03-30,North America,Barbados,11994
2020-03-30,North America,Belize,37889
2020-03-30,North America,Bermuda,9552
2020-03-30,North America,Canada,3085855
2020-03-30,North America,Costa Rica,26452
2020-03-30,North America,Cuba,376260
2020-03-30,North America,Dominica,8143
2020-03-30,North America,Dominican Republic,55205
2020-03-30,North America,El Salvador,164944
2020-03-30,North America,Greenland,10912
2020-03-30,North America,Grenada,7997
2020-03-30,North America,Guadeloupe,23963
2020-03-30,North America,Guatemala,231965
2020-03-30,North America,Haiti,129452
2020-03-30,North America,Honduras,217011
2020-03-30,North America,Jamaica,104568
2020-03-30,North America,Martinique,3447
2020-03-30,North America,Mexico,2618013
2020-03-30,North America,Montserrat,2680
2020-03-30,North America,Nicaragua,149421
2020-03-30,North America,Panama,133972
2020-03-30,North America,Puerto Rico,96591
2020-03-30,North America,Saint Kitts and Nevis,255
2020-03-30,North America,Saint Lucia,2020
2020-03-30,North America,Trinidad and Tobago,48754
2020-03-30,North America,Turks and Caicos Islands,2762
2020-03-30,North America,United States,70325015
2020-03-30,North America,"Virgin Islands, U.S.",4608
2020-03-30,Oceania,Australia,4149637
2020-03-30,Oceania,Fiji,36775
2020-03-30,Oceania,Guam,47681
2020-03-30,Oceania,Nauru,30909
2020-03-30,Oceania,New Zealand,482714
2020-03-30,Oceania,Oceania,3548
2020-03-30,Oceania,Oceans,61965
2020-03-30,Oceania,Palau,5254
2020-03-30,Oceania,Papua New Guinea,37947
2020-03-30,Oceania,Samoa,11388
2020-03-30,Oceania,Solomon Islands,3510
2020-03-30,Oceania,Tonga,4971
2020-03-30,Oceania,Vanuatu,4367
2020-03-30,South America,Argentina,456703
2020-03-30,South America,Bolivia,169814
2020-03-30,South America,Brazil,1172716
2020-03-30,South America,Chile,318858
2020-03-30,South America,Colombia,613159
2020-03-30,South America,Ecuador,157523
2020-03-30,South America,Guyana,40373
2020-03-30,South America,Paraguay,70141
2020-03-30,South America,Peru,337897
2020-03-30,South America,Suriname,6124
2020-03-30,South America,Uruguay,55491
2020-03-30,South America,Venezuela,1157044
2020-04-06,Africa,Algeria,200965
2020-04-06,Africa,Angola,103991
2020-04-06,Africa,Benin,33413
2020-04-06,Africa,Botswana,21308
2020-04-06,Africa,Burkina Faso,197525
2020-04-06,Africa,Burundi,141989
2020-04-06,Africa,Cameroon,179960
2020-04-06,Africa,Central African Republic,104592
2020-04-06,Africa,Chad,141798
2020-04-06,Africa,Democratic Republic of Congo,78020
2020-04-06,Africa,Djibouti,42621
2020-04-06,Africa,Egypt,2362440
2020-04-06,Africa,Ethiopia,193764
2020-04-06,Africa,Gabon,19510
2020-04-06,Africa,Gambia,73328
2020-04-06,Africa,Ghana,292244
2020-04-06,Africa,Guinea,53131
2020-04-06,Africa,Guinea-Bissau,1781
2020-04-06,Africa,Ivory Coast,72358
2020-04-06,Africa,Kenya,700105
2020-04-06,Africa,Lesotho,16563
2020-04-06,Africa,Liberia,48013
2020-04-06,Africa,Libya,1001812
2020-04-06,Africa,Madagascar,13375
2020-04-06,Africa,Malawi,52575
2020-04-06,Africa,Mali,395639
2020-04-06,Africa,Mauritania,31280
2020-04-06,Africa,Mauritius,48288
2020-04-06,Africa,Mayotte,1222
2020-04-06,Africa,Morocco,325581
2020-04-06,Africa,Mozambique,55590
2020-04-06,Africa,Namibia,38111
2020-04-06,Africa,Niger,151489
2020-04-06,Africa,Nigeria,2220066
2020-04-06,Africa,Republic of Congo,147398
2020-04-06,Africa,Reunion,13173
2020-04-06,Africa,Rwanda,120432
2020-04-06,Africa,Sao Tome and Principe,1136
2020-04-06,Africa,Senegal,82763
2020-04-06,Africa,Sierra Leone,32026
2020-04-06,Africa,Somalia,757797
2020-04-06,Africa,South Africa,1055987
2020-04-06,Africa,South Sudan,213415
2020-04-06,Africa,Sudan,457712
2020-04-06,Africa,Tanzania,100332
2020-04-06,Africa,Togo,17693
2020-04-06,Africa,Tunisia,473246
2020-04-06,Africa,Uganda,249972
2020-04-06,Africa,Zambia,53564
2020-04-06,Africa,Zimbabwe,422602
2020-04-06,Africa,eSwatini,7615
2020-04-06,Antarctica,Antarctica,4345
2020-04-06,Asia,Afghanistan,3289056
2020-04-06,Asia,Armenia,322713
2020-04-06,Asia,Azerbaijan,230770
2020-04-06,Asia,Bahrain,210537
2020-04-06,Asia,Bangladesh,1304780
2020-04-06,Asia,Bhutan,7215
2020-04-06,Asia,Brunei,34775
2020-04-06,Asia,Cambodia,184796
2020-04-06,Asia,China,3169833
2020-04-06,Asia,East Timor,6602
2020-04-06,Asia,Georgia,51256
2020-04-06,Asia,Hong Kong,306715
2020-04-06,Asia,India,4400772
2020-04-06,Asia,Indonesia,1242726
2020-04-06,Asia,Iran,3319371
2020-04-06,Asia,Iraq,4203941
2020-04-06,Asia,Israel,9693163
2020-04-06,Asia,Japan,1060535
2020-04-06,Asia,Jordan,483079
2020-04-06,Asia,Kazakhstan,109689
2020-04-06,Asia,Kuwait,146456
2020-04-06,Asia,Kyrgyzstan,55561
2020-04-06,Asia,Laos,20633
2020-04-06,Asia,Lebanon,726358
2020-04-06,Asia,Macau,9398
2020-04-06,Asia,Malaysia,536843
2020-04-06,Asia,Maldives,69703
2020-04-06,Asia,Mongolia,17993
2020-04-06,Asia,Myanmar,348518
2020-04-06,Asia,Nepal,199759
2020-04-06,Asia,North Korea,1256300
2020-04-06,Asia,Oman,55040
2020-04-06,Asia,Pakistan,3092545
2020-04-06,Asia,Palestine,1376659
2020-04-06,Asia,Philippines,1457657
2020-04-06,Asia,Qatar,237780
2020-04-06,Asia,Saudi Arabia,2622396
2020-04-06,Asia,Singapore,197729
2020-04-06,Asia,South Korea,1007990
2020-04-06,Asia,Spratly Islands,420
2020-04-06,Asia,Sri Lanka,369315
2020-04-06,Asia,Syria,8595803
2020-04-06,Asia,Taiwan,152580
2020-04-06,Asia,Tajikistan,47232
2020-04-06,Asia,Thailand,501869
2020-04-06,Asia,Turkey,5628495
2020-04-06,Asia,Turkmenistan,36393
2020-04-06,Asia,United Arab Emirates,288118
2020-04-06,Asia,Uzbekistan,66971
2020-04-06,Asia,Vietnam,467565
2020-04-06,Asia,Yemen,1875842
2020-04-06,Europe,Albania,406840
2020-04-06,Europe,Andorra,4261
2020-04-06,Europe,Austria,263128
2020-04-06,Europe,Bailiwick of Guernsey,4954
2020-04-06,Europe,Bailiwick of Jersey,111144
2020-04-06,Europe,Belarus,198811
2020-04-06,Europe,Belgium,998625
2020-04-06,Europe,Bosnia and Herzegovina,92728
2020-04-06,Europe,Bulgaria,204243
2020-04-06,Europe,Croatia,213059
2020-04-06,Europe,Cyprus,106096
2020-04-06,Europe,Czech Republic,167591
2020-04-06,Europe,Denmark,340675
2020-04-06,Europe,Estonia,53238
2020-04-06,Europe,Finland,142123
2020-04-06,Europe,France,4021730
2020-04-06,Europe,Germany,2514468
2020-04-06,Europe,Gibraltar,19303
2020-04-06,Europe,Greece,892184
2020-04-06,Europe,Hungary,304418
2020-04-06,Europe,Iceland,43880
2020-04-06,Europe,Ireland,668487
2020-04-06,Europe,Isle of Man,1172
2020-04-06,Europe,Italy,1608905
2020-04-06,Europe,Kosovo,132056
2020-04-06,Europe,Latvia,52308
2020-04-06,Europe,Lithuania,104256
2020-04-06,Europe,Luxembourg,27285
2020-04-06,Europe,Malta,77660
2020-04-06,Europe,Moldova,98467
2020-04-06,Europe,Monaco,8020
2020-04-06,Europe,Montenegro,33341
2020-04-06,Europe,Netherlands,508007
2020-04-06,Europe,North Macedonia,310978
2020-04-06,Europe,Norway,263121
2020-04-06,Europe,Poland,538440
2020-04-06,Europe,Portugal,187084
2020-04-06,Europe,Romania,626995
2020-04-06,Europe,Russia,7024039
2020-04-06,Europe,Serbia,503367
2020-04-06,Europe,Slovakia,77145
2020-04-06,Europe,Slovenia,47652
2020-04-06,Europe,Spain,1573639
2020-04-06,Europe,Sweden,860243
2020-04-06,Europe,Switzerland,468096
2020-04-06,Europe,Ukraine,3058021
2020-04-06,Europe,United Kingdom,6806231
2020-04-06,Europe,Vatican City,22861
2020-04-06,North America,Bahamas,75134
2020-04-06,North America,Barbados,12032
2020-04-06,North America,Belize,37904
2020-04-06,North America,Bermuda,9565
2020-04-06,North America,Canada,3090525
2020-04-06,North America,Costa Rica,26476
2020-04-06,North America,Cuba,376692
2020-04-06,North America,Dominica,8154
2020-04-06,North America,Dominican Republic,55212
2020-04-06,North America,El Salvador,165189
2020-04-06,North America,Greenland,10932
2020-04-06,North America,Grenada,8003
2020-04-06,North America,Guadeloupe,23994
2020-04-06,North America,Guatemala,232431
2020-04-06,North America,Haiti,129584
2020-04-06,North America,Honduras,217800
2020-04-06,North America,Jamaica,104752
2020-04-06,North America,Martinique,3457
2020-04-06,North America,Mexico,2621796
2020-04-06,North America,Nicaragua,149528
2020-04-06,North America,Panama,134104
2020-04-06,North America,Puerto Rico,96878
2020-04-06,North America,Saint Kitts and Nevis,256
2020-04-06,North America,Trinidad and Tobago,48811
2020-04-06,North America,United States,70441222
2020-04-06,North America,"Virgin Islands, U.S.",4610
2020-04-06,Oceania,Australia,4162272
2020-04-06,Oceania,Cook Islands,564
2020-04-06,Oceania,Fiji,36910
2020-04-06,Oceania,Guam,48255
2020-04-06,Oceania,Nauru,30909
2020-04-06,Oceania,New Caledonia,1881
2020-04-06,Oceania,New Zealand,483974
2020-04-06,Oceania,Oceania,3595
2020-04-06,Oceania,Oceans,61983
2020-04-06,Oceania,Papua New Guinea,37970
2020-04-06,Oceania,Solomon Islands,3534
2020-04-06,Oceania,Tonga,4975
2020-04-06,Oceania,Vanuatu,4397
2020-04-06,South America,Argentina,457394
2020-04-06,South America,Bolivia,170131
2020-04-06,South America,Brazil,1175377
2020-04-06,South America,Chile,319159
2020-04-06,South America,Colombia,613750
2020-04-06,South America,Ecuador,158524
2020-04-06,South America,Guyana,40441
2020-04-06,South America,Paraguay,70221
2020-04-06,South America,Peru,338659
2020-04-06,South America,Suriname,6134
2020-04-06,South America,Uruguay,55605
2020-04-06,South America,Venezuela,1158006
2020-04-13,Africa,Algeria,201197
2020-04-13,Africa,Angola,104075
2020-04-13,Africa,Benin,33564
2020-04-13,Africa,Botswana,21377
2020-04-13,Africa,Burkina Faso,197602
2020-04-13,Africa,Burundi,142049
2020-04-13,Africa,Cameroon,180120
2020-04-13,Africa,Chad,142157
2020-04-13,Africa,Comoros,2227
2020-04-13,Africa,Democratic Republic of Congo,78088
2020-04-13,Africa,Egypt,2364527
2020-04-13,Africa,Eritrea,41040
2020-04-13,Africa,Ethiopia,194140
2020-04-13,Africa,Gabon,19538
2020-04-13,Africa,Gambia,73344
2020-04-13,Africa,Ghana,292863
2020-04-13,Africa,Guinea,53161
2020-04-13,Africa,Guinea-Bissau,1785
2020-04-13,Africa,Ivory Coast,72439
2020-04-13,Africa,Kenya,700961
2020-04-13,Africa,Lesotho,16783
2020-04-13,Africa,Liberia,48159
2020-04-13,Africa,Libya,1004632
2020-04-13,Africa,Madagascar,13403
2020-04-13,Africa,Malawi,52662
2020-04-13,Africa,Mali,395971
2020-04-13,Africa,Mauritania,31287
2020-04-13,Africa,Mauritius,48341
2020-04-13,Africa,Morocco,325773
2020-04-13,Africa,Mozambique,55959
2020-04-13,Africa,Namibia,38132
2020-04-13,Africa,Niger,151655
2020-04-13,Africa,Nigeria,2225602
2020-04-13,Africa,Republic of Congo,147518
2020-04-13,Africa,Reunion,13174
2020-04-13,Africa,Rwanda,120619
2020-04-13,Africa,"Saint Helena, Ascension and Tristan da Cunha",693
2020-04-13,Africa,Senegal,82815
2020-04-13,Africa,Sierra Leone,32126
2020-04-13,Africa,Somalia,758067
2020-04-13,Africa,South Africa,1057936
2020-04-13,Africa,South Sudan,213443
2020-04-13,Africa,Sudan,458093
2020-04-13,Africa,Tanzania,100410
2020-04-13,Africa,Tunisia,473473
2020-04-13,Africa,Uganda,250176
2020-04-13,Africa,Zambia,53675
2020-04-13,Africa,Zimbabwe,423378
2020-04-13,Africa,eSwatini,7631
2020-04-13,Antarctica,Antarctica,4351
2020-04-13,Asia,Afghanistan,3290620
2020-04-13,Asia,Armenia,323033
2020-04-13,Asia,Azerbaijan,231046
2020-04-13,Asia,Bahrain,210604
2020-04-13,Asia,Bangladesh,1305522
2020-04-13,Asia,Bhutan,7219
2020-04-13,Asia,Brunei,34779
2020-04-13,Asia,Cambodia,185099
2020-04-13,Asia,China,3182320
2020-04-13,Asia,East Timor,6610
2020-04-13,Asia,Georgia,51328
2020-04-13,Asia,Hong Kong,308199
2020-04-13,Asia,India,4407733
2020-04-13,Asia,Indonesia,1244717
2020-04-13,Asia,Iran,3321834
2020-04-13,Asia,Iraq,4205263
2020-04-13,Asia,Israel,9709137
2020-04-13,Asia,Japan,1062324
2020-04-13,Asia,Jordan,483448
2020-04-13,Asia,Kazakhstan,112592
2020-04-13,Asia,Kuwait,146567
2020-04-13,Asia,Kyrgyzstan,55681
2020-04-13,Asia,Laos,20633
2020-04-13,Asia,Lebanon,726739
2020-04-13,Asia,Macau,9402
2020-04-13,Asia,Malaysia,537678
2020-04-13,Asia,Maldives,69729
2020-04-13,Asia,Mongolia,18041
2020-04-13,Asia,Myanmar,348809
2020-04-13,Asia,Nepal,199864
2020-04-13,Asia,North Korea,1258919
2020-04-13,Asia,Oman,55084
2020-04-13,Asia,Pakistan,3096327
2020-04-13,Asia,Palestine,1379198
2020-04-13,Asia,Philippines,1459297
2020-04-13,Asia,Qatar,237873
2020-04-13,Asia,Saudi Arabia,2623690
2020-04-13,Asia,Singapore,198214
2020-04-13,Asia,South Korea,1009928
2020-04-13,Asia,Sri Lanka,369805
2020-04-13,Asia,Syria,8597045
2020-04-13,Asia,Taiwan,153191
2020-04-13,Asia,Tajikistan,47439
2020-04-13,Asia,Thailand,502458
2020-04-13,Asia,Turkey,5631827
2020-04-13,Asia,Turkmenistan,36417
2020-04-13,Asia,United Arab Emirates,288670
2020-04-13,Asia,Uzbekistan,67003
2020-04-13,Asia,Vietnam,468239
2020-04-13,Asia,Yemen,1876956
2020-04-13,Europe,Albania,407106
2020-04-13,Europe,Andorra,4283
2020-04-13,Europe,Austria,263562
2020-04-13,Europe,Bailiwick of Guernsey,4957
2020-04-13,Europe,Bailiwick of Jersey,111368
2020-04-13,Europe,Belarus,199043
2020-04-13,Europe,Belgium,998993
2020-04-13,Europe,Bosnia and Herzegovina,92756
2020-04-13,Europe,Bulgaria,204493
2020-04-13,Europe,Croatia,213258
2020-04-13,Europe,Cyprus,106313
2020-04-13,Europe,Czech Republic,168011
2020-04-13,Europe,Denmark,340844
2020-04-13,Europe,Estonia,53290
2020-04-13,Europe,Finland,142317
2020-04-13,Europe,France,4025814
2020-04-13,Europe,Germany,2517448
2020-04-13,Europe,Gibraltar,19314
2020-04-13,Europe,Greece,893758
2020-04-13,Europe,Hungary,304666
2020-04-13,Europe,Iceland,44001
2020-04-13,Europe,Ireland,669844
2020-04-13,Europe,Italy,1612255
2020-04-13,Europe,Kosovo,132082
2020-04-13,Europe,Latvia,52374
2020-04-13,Europe,Lithuania,104555
2020-04-13,Europe,Luxembourg,27337
2020-04-13,Europe,Malta,77781
2020-04-13,Europe,Moldova,98724
2020-04-13,Europe,Montenegro,33358
2020-04-13,Europe,Netherlands,508464
2020-04-13,Europe,North Macedonia,311123
2020-04-13,Europe,Norway,263622
2020-04-13,Europe,Poland,539345
2020-04-13,Europe,Portugal,187771
2020-04-13,Europe,Romania,627720
2020-04-13,Europe,Russia,7032329
2020-04-13,Europe,Serbia,503975
2020-04-13,Europe,Slovakia,77242
2020-04-13,Europe,Slovenia,47692
2020-04-13,Europe,Spain,1576915
2020-04-13,Europe,Sweden,861363
2020-04-13,Europe,Switzerland,468809
2020-04-13,Europe,Ukraine,3063400
2020-04-13,Europe,United Kingdom,6817061
2020-04-13,Europe,Vatican City,22876
2020-04-13,North America,Bahamas,75194
2020-04-13,North America,Barbados,12043
2020-04-13,North America,Belize,37929
2020-04-13,North America,Bermuda,9592
2020-04-13,North America,Canada,3098238
2020-04-13,North America,Costa Rica,26536
2020-04-13,North America,Cuba,377150
2020-04-13,North America,Dominica,8158
2020-04-13,North America,Dominican Republic,55286
2020-04-13,North America,El Salvador,165343
2020-04-13,North America,Greenland,10937
2020-04-13,North America,Grenada,8014
2020-04-13,North America,Guadeloupe,24023
2020-04-13,North America,Guatemala,233826
2020-04-13,North America,Haiti,129699
2020-04-13,North America,Honduras,217896
2020-04-13,North America,Jamaica,105015
2020-04-13,North America,Martinique,3466
2020-04-13,North America,Mexico,2624200
2020-04-13,North America,Montserrat,2683
2020-04-13,North America,Nicaragua,149651
2020-04-13,North America,Panama,134284
2020-04-13,North America,Puerto Rico,97071
2020-04-13,North America,Saint Kitts and Nevis,267
2020-04-13,North America,Saint Vincent and the Grenadines,3083
2020-04-13,North America,Trinidad and Tobago,48858
2020-04-13,North America,United States,70553678
2020-04-13,North America,"Virgin Islands, U.S.",4617
2020-04-13,Oceania,Australia,4168144
2020-04-13,Oceania,Fiji,36969
2020-04-13,Oceania,Guam,49311
2020-04-13,Oceania,Nauru,30909
2020-04-13,Oceania,New Zealand,484884
2020-04-13,Oceania,Oceans,62035
2020-04-13,Oceania,Palau,5255
2020-04-13,Oceania,Papua New Guinea,38015
2020-04-13,Oceania,Samoa,11388
2020-04-13,Oceania,Solomon Islands,3548
2020-04-13,Oceania,Tonga,4975
2020-04-13,South America,Argentina,458190
2020-04-13,South America,Bolivia,170318
2020-04-13,South America,Brazil,1178911
2020-04-13,South America,Chile,319750
2020-04-13,South America,Colombia,614596
2020-04-13,South America,Ecuador,158702
2020-04-13,South America,Falkland Islands,78
2020-04-13,South America,Guyana,40495
2020-04-13,South America,Paraguay,70305
2020-04-13,South America,Peru,339240
2020-04-13,South America,Suriname,6142
2020-04-13,South America,Uruguay,55745
2020-04-13,South America,Venezuela,1158720
2020-04-20,Africa,Algeria,201621
2020-04-20,Africa,Angola,104156
2020-04-20,Africa,Benin,33666
2020-04-20,Africa,Botswana,21410
2020-04-20,Africa,Burkina Faso,197896
2020-04-20,Africa,Burundi,142086
2020-04-20,Africa,Cameroon,180514
2020-04-20,Africa,Central African Republic,104670
2020-04-20,Africa,Chad,142291
2020-04-20,Africa,Democratic Republic of Congo,78313
2020-04-20,Africa,Egypt,2365659
2020-04-20,Africa,Eritrea,41041
2020-04-20,Africa,Ethiopia,194272
2020-04-20,Africa,Gabon,19574
2020-04-20,Africa,Gambia,73382
2020-04-20,Africa,Ghana,293553
2020-04-20,Africa,Guinea,53219
2020-04-20,Africa,Guinea-Bissau,1785
2020-04-20,Africa,Ivory Coast,72479
2020-04-20,Africa,Kenya,701871
2020-04-20,Africa,Lesotho,16969
2020-04-20,Africa,Liberia,48248
2020-04-20,Africa,Libya,1005947
2020-04-20,Africa,Madagascar,13436
2020-04-20,Africa,Malawi,52690
2020-04-20,Africa,Mali,396266
2020-04-20,Africa,Mauritania,31299
2020-04-20,Africa,Mauritius,48469
