mention_week,conflict_country_name,conflict_continent,material_conflict_mentions,material_conflict_unique_events
2020-02-17,Russia,Europe,22354,10814
2020-02-17,Germany,Europe,16187,5911
2020-02-24,United States,North America,204737,61876
2020-02-24,Syria,Asia,34655,12976
2020-02-24,Turkey,Asia,30530,13077
2020-02-24,India,Asia,28254,11260
2020-02-24,China,Asia,20324,8811
2020-03-02,United States,North America,171669,54961
2020-03-02,Turkey,Asia,29210,13025
2020-03-02,Syria,Asia,22410,10090
2020-03-02,United Kingdom,Europe,21625,7022
2020-03-02,China,Asia,17323,7417
2020-03-09,United States,North America,169088,56837
2020-03-09,Iraq,Asia,28591,6218
2020-03-09,United Kingdom,Europe,27419,8099
2020-03-09,Italy,Europe,17076,7477
2020-03-09,Israel,Asia,16347,3255
2020-03-16,United States,North America,146268,50113
2020-03-16,United Kingdom,Europe,22036,7280
2020-03-16,China,Asia,16566,6422
2020-03-16,Israel,Asia,15479,2998
2020-03-16,Canada,North America,14848,4371
2020-03-23,United States,North America,113932,42472
2020-03-23,Israel,Asia,23411,3430
2020-03-23,United Kingdom,Europe,17203,6374
2020-03-23,China,Asia,13559,6367
2020-03-23,Russia,Europe,9868,5570
2020-03-30,United States,North America,116287,42585
2020-03-30,Israel,Asia,16414,3687
2020-03-30,United Kingdom,Europe,15194,6347
2020-03-30,China,Asia,12842,5669
2020-03-30,Russia,Europe,10407,5537
2020-04-06,United States,North America,116207,38794
2020-04-06,United Kingdom,Europe,21373,6987
2020-04-06,China,Asia,13941,5905
2020-04-06,Australia,Oceania,12635,3433
2020-04-06,Israel,Asia,9923,2579
2020-04-13,United States,North America,112456,38707
2020-04-13,Israel,Asia,15974,3141
2020-04-13,China,Asia,12487,6158
2020-04-13,United Kingdom,Europe,10830,4774
2020-04-13,Russia,Europe,8290,5058
2020-04-20,United States,North America,103174,38222
2020-04-20,Canada,North America,27429,6516
2020-04-20,United Kingdom,Europe,12246,5341
2020-04-20,Israel,Asia,11567,3284
2020-04-20,China,Asia,9754,5111
2020-04-27,United States,North America,117105,40646
2020-04-27,Israel,Asia,17342,3599
2020-04-27,United Kingdom,Europe,14298,5464
2020-04-27,Canada,North America,12004,3437
2020-04-27,China,Asia,11163,5332
2020-05-04,United States,North America,136713,45289
2020-05-04,Israel,Asia,16202,3479
2020-05-04,United Kingdom,Europe,13374,5205
2020-05-04,China,Asia,11509,5395
2020-05-04,India,Asia,10943,6727
2020-05-11,United States,North America,127369,42988
2020-05-11,Israel,Asia,23950,6026
2020-05-11,United Kingdom,Europe,12938,5022
2020-05-11,China,Asia,12734,5968
2020-05-11,Afghanistan,Asia,11990,5567
2020-05-18,United States,North America,118785,41826
2020-05-18,Israel,Asia,18632,4789
2020-05-18,China,Asia,15893,6626
2020-05-18,United Kingdom,Europe,14083,5194
2020-05-18,Russia,Europe,10160,6322
2020-05-25,United States,North America,256498,70208
2020-05-25,China,Asia,19056,8122
2020-05-25,Israel,Asia,18489,4029
2020-05-25,United Kingdom,Europe,11990,4836
2020-05-25,Russia,Europe,10925,6157
2020-06-01,United States,North America,348152,101767
2020-06-01,United Kingdom,Europe,22514,7362
2020-06-01,Israel,Asia,21567,4415
2020-06-01,China,Asia,16251,7306
2020-06-01,France,Europe,12702,4332
2020-06-08,United States,North America,236924,69623
2020-06-08,United Kingdom,Europe,26534,8694
2020-06-08,Israel,Asia,15387,3670
2020-06-08,Russia,Europe,12557,5744
2020-06-08,China,Asia,10452,5158
2020-06-15,United States,North America,200630,63620
2020-06-15,China,Asia,32880,11598
2020-06-15,Russia,Europe,15915,7411
2020-06-15,India,Asia,15169,8247
2020-06-15,United Kingdom,Europe,15047,6480
2020-06-22,United States,North America,180476,57184
2020-06-22,United Kingdom,Europe,18111,6463
2020-06-22,Israel,Asia,17672,4840
2020-06-22,China,Asia,15547,7288
2020-06-22,Russia,Europe,11851,6157
2020-06-29,United States,North America,188313,56221
2020-06-29,China,Asia,22575,8899
2020-06-29,United Kingdom,Europe,20064,7439
2020-06-29,India,Asia,13804,8464
2020-06-29,Israel,Asia,12197,3439
2020-07-06,United States,North America,165465,54020
2020-07-06,India,Asia,17659,10534
2020-07-06,Russia,Europe,17238,8188
2020-07-06,Israel,Asia,16539,3901
2020-07-06,United Kingdom,Europe,15943,6542
2020-07-13,United States,North America,180424,57580
2020-07-13,United Kingdom,Europe,20369,7455
2020-07-13,China,Asia,19601,8340
2020-07-13,Russia,Europe,12575,6957
2020-07-13,Australia,Oceania,9979,3400
2020-07-20,United States,North America,182630,58567
2020-07-20,China,Asia,29062,12678
2020-07-20,United Kingdom,Europe,14070,6025
2020-07-20,Russia,Europe,11527,6639
2020-07-20,Australia,Oceania,9195,2999
2020-07-27,United States,North America,156051,51703
2020-07-27,China,Asia,24601,8149
2020-07-27,United Kingdom,Europe,13993,5758
2020-07-27,Russia,Europe,11732,6644
2020-07-27,Australia,Oceania,10889,3408
2020-08-03,United States,North America,138335,49312
2020-08-03,Lebanon,Asia,27475,7991
2020-08-03,China,Asia,23411,9062
2020-08-03,United Kingdom,Europe,12899,4956
2020-08-03,India,Asia,10801,6667
2020-08-10,United States,North America,136871,49211
2020-08-10,Belarus,Europe,24394,7635
2020-08-10,China,Asia,16119,7487
2020-08-10,Israel,Asia,14981,6338
2020-08-10,Russia,Europe,13613,6586
2020-08-17,United States,North America,185641,54707
2020-08-17,Russia,Europe,21190,7559
2020-08-17,United Kingdom,Europe,15364,5666
2020-08-17,China,Asia,12271,5466
2020-08-17,Israel,Asia,12028,6193
2020-08-24,United States,North America,271370,71613
2020-08-24,China,Asia,13387,6744
2020-08-24,Russia,Europe,12657,6821
2020-08-24,Australia,Oceania,11424,3754
2020-08-24,United Kingdom,Europe,11201,4865
2020-08-31,United States,North America,195293,60327
2020-08-31,Russia,Europe,17275,7840
2020-08-31,China,Asia,15779,7382
2020-08-31,United Kingdom,Europe,15549,5580
2020-08-31,Australia,Oceania,9899,3819
2020-09-07,United States,North America,172224,54428
2020-09-07,United Kingdom,Europe,15708,6523
2020-09-07,China,Asia,14844,7282
2020-09-07,Russia,Europe,12962,6989
2020-09-07,India,Asia,11842,7165
2020-09-14,United States,North America,157178,54412
2020-09-14,China,Asia,18690,6906
2020-09-14,United Kingdom,Europe,16442,6139
2020-09-14,Russia,Europe,12180,6782
2020-09-14,India,Asia,10342,6579
2020-09-21,United States,North America,185332,56561
2020-09-21,United Kingdom,Europe,23911,7784
2020-09-21,China,Asia,13230,6378
2020-09-21,Russia,Europe,11352,6035
2020-09-21,France,Europe,10692,4268
2020-09-28,United States,North America,114817,43527
2020-09-28,Armenia,Asia,23412,11131
2020-09-28,Azerbaijan,Asia,23331,10492
2020-09-28,Russia,Europe,15273,7831
2020-09-28,India,Asia,15197,9398
2020-10-05,United States,North America,110651,41619
2020-10-05,United Kingdom,Europe,12429,5022
2020-10-05,Russia,Europe,12291,6504
2020-10-05,Azerbaijan,Asia,12149,5662
2020-10-05,Armenia,Asia,11797,5752
2020-10-12,United States,North America,74041,30229
2020-10-12,United Kingdom,Europe,14124,4971
2020-10-12,France,Europe,11831,4840
2020-10-12,Russia,Europe,9248,5115
2020-10-12,Azerbaijan,Asia,9104,4209
2020-10-19,United States,North America,61777,28177
2020-10-19,Nigeria,Africa,11017,5540
2020-10-19,France,Europe,8001,4272
2020-10-19,Russia,Europe,7473,3681
2020-10-19,United Kingdom,Europe,6858,3597
2020-10-26,United States,North America,59220,23667
2020-10-26,France,Europe,16661,7516
2020-10-26,Russia,Europe,5512,3289
2020-10-26,United Kingdom,Europe,5379,2696
2020-10-26,China,Asia,4962,2227
2020-11-02,United States,North America,63252,22857
2020-11-02,Austria,Europe,8457,3083
2020-11-02,United Kingdom,Europe,5606,2573
2020-11-02,Afghanistan,Asia,4555,1831
2020-11-02,France,Europe,4279,2680
2020-11-09,United States,North America,26158,14106
2020-11-09,Russia,Europe,4180,2450
2020-11-09,United Kingdom,Europe,3930,2250
2020-11-09,Ethiopia,Africa,3063,1348
2020-11-09,Israel,Asia,2525,1243
2020-11-16,United States,North America,104869,37729
2020-11-16,United Kingdom,Europe,11936,5075
2020-11-16,Russia,Europe,8542,4815
2020-11-16,Germany,Europe,7722,2685
2020-11-16,India,Asia,7535,4832
2020-11-23,United States,North America,83045,32950
2020-11-23,Iran,Asia,19101,7344
2020-11-23,United Kingdom,Europe,18887,6450
2020-11-23,India,Asia,12137,7150
2020-11-23,Israel,Asia,11058,5171
2020-11-30,United States,North America,106729,38944
2020-11-30,United Kingdom,Europe,16424,6167
2020-11-30,China,Asia,10869,4957
2020-11-30,Iran,Asia,10711,5056
2020-11-30,Russia,Europe,10577,5779
2020-12-07,United States,North America,123531,42031
2020-12-07,United Kingdom,Europe,17974,6152
2020-12-07,Russia,Europe,11626,6172
2020-12-07,China,Asia,10837,4797
2020-12-07,India,Asia,8817,5939
2020-12-14,United States,North America,117115,41371
2020-12-14,United Kingdom,Europe,28651,7660
2020-12-14,Nigeria,Africa,15315,7541
2020-12-14,Russia,Europe,12048,6518
2020-12-14,Afghanistan,Asia,9310,3048
2020-12-21,United States,North America,92318,32547
2020-12-21,United Kingdom,Europe,36777,11232
2020-12-21,Russia,Europe,15433,7434
2020-12-21,France,Europe,11474,3544
2020-12-21,Iraq,Asia,11222,2876
2020-12-28,United States,North America,92893,33848
2020-12-28,United Kingdom,Europe,23138,6295
2020-12-28,China,Asia,14631,6130
2020-12-28,Russia,Europe,8241,4865
2020-12-28,India,Asia,7689,4870
2021-01-04,United States,North America,251778,71092
2021-01-04,United Kingdom,Europe,28358,9256
2021-01-04,China,Asia,12303,5494
2021-01-04,Iran,Asia,10279,3770
2021-01-04,India,Asia,9194,5627
2021-01-11,United States,North America,236141,68251
2021-01-11,United Kingdom,Europe,17400,6989
2021-01-11,Russia,Europe,10610,5691
2021-01-11,China,Asia,10504,5335
2021-01-11,India,Asia,7650,4822
2021-01-18,United States,North America,144240,52240
2021-01-18,Russia,Europe,31069,10903
2021-01-18,United Kingdom,Europe,13436,5925
2021-01-18,China,Asia,11109,5025
2021-01-18,Israel,Asia,8239,4009
2021-01-25,United States,North America,132997,45747
2021-01-25,Russia,Europe,28754,9416
2021-01-25,United Kingdom,Europe,19910,6857
2021-01-25,India,Asia,16278,8089
2021-01-25,China,Asia,9214,4429
2021-02-01,United States,North America,145391,46612
2021-02-01,Russia,Europe,24312,10739
2021-02-01,Myanmar,Asia,15563,5239
2021-02-01,United Kingdom,Europe,14849,6370
2021-02-01,India,Asia,10489,6334
2021-02-08,United States,North America,168669,50074
2021-02-08,United Kingdom,Europe,14665,6117
2021-02-08,Russia,Europe,12363,6936
2021-02-08,China,Asia,12166,5284
2021-02-08,Myanmar,Asia,12071,4428
2021-02-15,United States,North America,108936,39865
2021-02-15,United Kingdom,Europe,13875,5833
2021-02-15,Russia,Europe,11750,6630
2021-02-15,Myanmar,Asia,11630,4813
2021-02-15,India,Asia,11074,6672
2021-02-22,United States,North America,118642,46212
2021-02-22,Nigeria,Africa,14424,7864
2021-02-22,United Kingdom,Europe,14171,6039
2021-02-22,Myanmar,Asia,12644,5137
2021-02-22,Russia,Europe,11945,6546
2021-03-01,United States,North America,126045,46506
2021-03-01,Myanmar,Asia,21409,6810
2021-03-01,United Kingdom,Europe,16711,6192
2021-03-01,Iraq,Asia,14707,3918
2021-03-01,Russia,Europe,14065,6956
2021-03-08,United States,North America,122524,43556
2021-03-08,United Kingdom,Europe,26169,8126
2021-03-08,Myanmar,Asia,16932,6041
2021-03-08,Russia,Europe,10446,5521
2021-03-08,China,Asia,9029,4134
2021-03-15,United States,North America,153819,49680
2021-03-15,United Kingdom,Europe,19714,7943
2021-03-15,China,Asia,17733,6527
2021-03-15,Russia,Europe,12485,6919
2021-03-15,Australia,Oceania,10526,3652
2021-03-22,United States,North America,193707,56729
2021-03-22,China,Asia,20146,7463
2021-03-22,United Kingdom,Europe,19910,7917
2021-03-22,Myanmar,Asia,15468,5169
2021-03-22,Russia,Europe,11424,6164
2021-03-29,United States,North America,146105,47957
2021-03-29,United Kingdom,Europe,17696,6079
2021-03-29,Russia,Europe,13448,7513
2021-03-29,Myanmar,Asia,9340,3628
2021-03-29,India,Asia,9058,5009
2021-04-05,United States,North America,141622,45968
2021-04-05,United Kingdom,Europe,25107,7684
2021-04-05,Russia,Europe,14898,7996
2021-04-05,India,Asia,10785,6039
2021-04-05,Ukraine,Europe,9479,5446
2021-04-12,United States,North America,219747,61061
2021-04-12,Russia,Europe,31354,13650
2021-04-12,United Kingdom,Europe,15223,5475
2021-04-12,Ukraine,Europe,10127,5751
2021-04-12,China,Asia,8583,3845
2021-04-19,United States,North America,255893,66050
2021-04-19,Russia,Europe,30276,13895
2021-04-19,Israel,Asia,15107,6923
2021-04-19,United Kingdom,Europe,14886,5821
2021-04-19,France,Europe,11777,4700
2021-04-26,United States,North America,163227,50686
2021-04-26,Russia,Europe,17553,8922
2021-04-26,United Kingdom,Europe,15553,5434
2021-04-26,Israel,Asia,12591,5197
2021-04-26,India,Asia,10904,5773
2021-05-03,United States,North America,136458,46307
2021-05-03,Israel,Asia,35673,12791
2021-05-03,United Kingdom,Europe,15241,5677
2021-05-03,Russia,Europe,9663,5592
2021-05-03,India,Asia,8441,4811
2021-05-10,Israel,Asia,385480,81863
2021-05-10,United States,North America,139988,44685
2021-05-10,Palestine,Asia,16103,6082
2021-05-10,Russia,Europe,15056,7790
2021-05-10,United Kingdom,Europe,14918,6131
2021-05-17,Israel,Asia,213256,52051
2021-05-17,United States,North America,136235,44932
2021-05-17,United Kingdom,Europe,13118,5389
2021-05-17,Palestine,Asia,10655,4005
2021-05-17,Russia,Europe,10437,5978
2021-05-24,United States,North America,156426,49450
2021-05-24,Israel,Asia,39064,15926
2021-05-24,Belarus,Europe,22921,8512
2021-05-24,United Kingdom,Europe,15785,5901
2021-05-24,Russia,Europe,13812,7776
2021-05-31,United States,North America,111051,40516
2021-05-31,Israel,Asia,18092,9195
2021-05-31,Poland,Europe,16998,865
2021-05-31,China,Asia,13942,5181
2021-05-31,Russia,Europe,13124,6462
2021-06-07,United States,North America,113765,41901
2021-06-07,United Kingdom,Europe,20447,6120
2021-06-07,Israel,Asia,15141,8331
2021-06-07,Russia,Europe,13027,6646
2021-06-07,China,Asia,11643,4595
2021-06-14,United States,North America,115440,42305
2021-06-14,Israel,Asia,21062,10056
2021-06-14,Russia,Europe,16983,8041
2021-06-14,United Kingdom,Europe,11427,5145
2021-06-14,China,Asia,9056,4273
2021-06-21,United States,North America,137090,45882
2021-06-21,Russia,Europe,15824,8406
2021-06-21,United Kingdom,Europe,15493,6327
2021-06-21,Israel,Asia,11107,5979
2021-06-21,China,Asia,8542,4281
2021-06-28,United States,North America,121284,43960
2021-06-28,United Kingdom,Europe,13293,5922
2021-06-28,Afghanistan,Asia,12151,3840
2021-06-28,Russia,Europe,10888,6320
2021-06-28,Israel,Asia,9100,5990
2021-07-05,United States,North America,110322,41040
2021-07-05,Haiti,North America,27911,9480
2021-07-05,United Kingdom,Europe,14418,4842
2021-07-05,Afghanistan,Asia,12964,6832
2021-07-05,Russia,Europe,10536,6139
2021-07-12,United States,North America,120694,43197
2021-07-12,Haiti,North America,14869,5258
2021-07-12,Afghanistan,Asia,12165,6142
2021-07-12,South Africa,Africa,11639,6639
2021-07-12,United Kingdom,Europe,10504,4254
2021-07-19,United States,North America,123020,41454
2021-07-19,United Kingdom,Europe,9943,4186
2021-07-19,Afghanistan,Asia,9322,4771
2021-07-19,Israel,Asia,9033,4960
2021-07-19,Russia,Europe,7985,5128
2021-07-26,United States,North America,103055,37365
2021-07-26,Israel,Asia,13598,6429
2021-07-26,United Kingdom,Europe,11597,4713
2021-07-26,Afghanistan,Asia,11350,6024
2021-07-26,Russia,Europe,8772,4952
2021-08-02,United States,North America,87915,34255
2021-08-02,Afghanistan,Asia,23120,9970
2021-08-02,Israel,Asia,11919,6298
2021-08-02,United Kingdom,Europe,9970,4306
2021-08-02,Greece,Europe,8127,2935
2021-08-09,United States,North America,84973,32662
2021-08-09,Afghanistan,Asia,36405,14526
2021-08-09,United Kingdom,Europe,15872,5259
2021-08-09,Russia,Europe,8866,4809
2021-08-09,Canada,North America,8692,2931
2021-08-16,United States,North America,90507,35065
2021-08-16,Afghanistan,Asia,71530,25189
2021-08-16,United Kingdom,Europe,14766,4877
2021-08-16,Russia,Europe,11943,6112
2021-08-16,Israel,Asia,10750,5267
2021-08-23,United States,North America,143129,48779
2021-08-23,Afghanistan,Asia,96285,28665
2021-08-23,United Kingdom,Europe,21411,6305
2021-08-23,Israel,Asia,14092,6173
2021-08-23,Russia,Europe,10449,6146
2021-08-30,United States,North America,138280,45874
2021-08-30,Afghanistan,Asia,49514,18037
2021-08-30,United Kingdom,Europe,12752,4759
2021-08-30,Russia,Europe,9301,5281
2021-08-30,Israel,Asia,6283,4024
2021-09-06,United States,North America,112459,41326
2021-09-06,Afghanistan,Asia,33472,12245
2021-09-06,Israel,Asia,12112,6892
2021-09-06,United Kingdom,Europe,11767,4020
2021-09-06,Russia,Europe,9784,5938
2021-09-13,United States,North America,115872,42264
2021-09-13,Afghanistan,Asia,15352,6577
2021-09-13,France,Europe,13740,4324
2021-09-13,United Kingdom,Europe,12087,5327
2021-09-13,Russia,Europe,11996,6069
2021-09-20,United States,North America,113389,44368
2021-09-20,United Kingdom,Europe,21371,5972
2021-09-20,Russia,Europe,16757,7511
2021-09-20,Israel,Asia,13959,5424
2021-09-20,France,Europe,11441,4526
2021-09-27,United States,North America,117490,46294
2021-09-27,United Kingdom,Europe,25845,7257
2021-09-27,Afghanistan,Asia,11909,5298
2021-09-27,Russia,Europe,9943,6034
2021-09-27,France,Europe,8784,3769
2021-10-04,United States,North America,123618,43125
2021-10-04,United Kingdom,Europe,14037,5386
2021-10-04,Russia,Europe,13575,6755
2021-10-04,Afghanistan,Asia,12395,5188
2021-10-04,India,Asia,12061,7004
2021-10-11,United States,North America,114917,43273
2021-10-11,United Kingdom,Europe,27335,8449
2021-10-11,Russia,Europe,9040,5195
2021-10-11,Afghanistan,Asia,9021,3900
2021-10-11,India,Asia,7823,5618
2021-10-18,United States,North America,140890,45918
2021-10-18,United Kingdom,Europe,20383,7395
2021-10-18,Russia,Europe,16092,6853
2021-10-18,India,Asia,7183,4808
2021-10-18,Israel,Asia,6709,3594
2021-10-25,United States,North America,116869,43827
2021-10-25,United Kingdom,Europe,17752,6696
2021-10-25,Sudan,Africa,13933,5758
2021-10-25,Russia,Europe,9270,6012
2021-10-25,China,Asia,5921,3222
2021-11-01,United States,North America,123760,41882
2021-11-01,United Kingdom,Europe,18267,6104
2021-11-01,Russia,Europe,10191,5471
2021-11-01,Mexico,North America,6448,2681
2021-11-01,China,Asia,6173,3106
2021-11-08,United States,North America,123129,41824
2021-11-08,United Kingdom,Europe,13164,5425
2021-11-08,Russia,Europe,10907,6794
2021-11-08,Poland,Europe,8553,4459
2021-11-08,Belarus,Europe,8162,4241
2021-11-15,United States,North America,164992,47598
2021-11-15,United Kingdom,Europe,15256,5701
2021-11-15,Russia,Europe,10694,6775
2021-11-15,Israel,Asia,9142,5379
2021-11-15,Poland,Europe,8522,3542
2021-11-22,United States,North America,104687,35270
2021-11-22,United Kingdom,Europe,17515,6315
2021-11-22,Russia,Europe,9641,6257
2021-11-22,Israel,Asia,7798,4891
2021-11-22,France,Europe,7464,3489
2021-11-29,United States,North America,136061,44699
2021-11-29,Russia,Europe,15098,8069
2021-11-29,United Kingdom,Europe,12071,4935
2021-11-29,Israel,Asia,8508,4471
2021-11-29,Ukraine,Europe,8274,4205
2021-12-06,United States,North America,124097,43604
2021-12-06,United Kingdom,Europe,18307,6397
2021-12-06,Russia,Europe,15649,8153
2021-12-06,China,Asia,9219,4302
2021-12-06,Israel,Asia,7508,4709
2021-12-13,United States,North America,107676,40975
2021-12-13,Russia,Europe,17105,9019
2021-12-13,United Kingdom,Europe,12486,5248
2021-12-13,Israel,Asia,11775,6207
2021-12-13,China,Asia,7418,3792
2021-12-20,United States,North America,95967,33286
2021-12-20,Russia,Europe,13754,7610
2021-12-20,United Kingdom,Europe,9930,4085
2021-12-20,Israel,Asia,9072,5614
2021-12-20,China,Asia,8231,3349
2021-12-27,United States,North America,102703,33826
2021-12-27,United Kingdom,Europe,15909,4722
2021-12-27,Russia,Europe,12757,6527
2021-12-27,Israel,Asia,11592,6599
2021-12-27,India,Asia,7323,4901
2022-01-03,United States,North America,115694,40235
2022-01-03,Kazakhstan,Asia,19443,7358
2022-01-03,Russia,Europe,14638,6946
2022-01-03,United Kingdom,Europe,10948,4146
2022-01-03,Israel,Asia,7675,4605
2022-01-10,United States,North America,119345,42910
2022-01-10,Russia,Europe,19353,9230
2022-01-10,United Kingdom,Europe,10722,4891
2022-01-10,Ukraine,Europe,6607,3955
2022-01-10,Israel,Asia,6571,4199
2022-01-17,United States,North America,110957,40952
2022-01-17,Russia,Europe,26032,11695
2022-01-17,United Kingdom,Europe,15810,6158
2022-01-17,Ukraine,Europe,13684,6386
2022-01-17,Israel,Asia,6515,4095
2022-01-24,United States,North America,122451,43587
2022-01-24,Russia,Europe,31328,15185
2022-01-24,Ukraine,Europe,20995,10257
2022-01-24,United Kingdom,Europe,20643,6600
2022-01-24,Canada,North America,7933,2459
2022-01-31,United States,North America,111744,42599
2022-01-31,Russia,Europe,29682,12844
2022-01-31,United Kingdom,Europe,16448,5515
2022-01-31,Ukraine,Europe,15515,7169
2022-01-31,Syria,Asia,10513,3607
2022-02-07,United States,North America,99439,42687
2022-02-07,Russia,Europe,45704,14346
2022-02-07,Ukraine,Europe,26692,9847
2022-02-07,United Kingdom,Europe,15046,5774
2022-02-07,France,Europe,9717,2836
2022-02-14,United States,North America,113031,42305
2022-02-14,Russia,Europe,55556,23348
2022-02-14,Ukraine,Europe,49123,20194
2022-02-14,Canada,North America,16407,4967
2022-02-14,United Kingdom,Europe,10716,4964
2022-02-21,Russia,Europe,232167,73769
2022-02-21,Ukraine,Europe,188045,64143
2022-02-21,United States,North America,103682,40907
2022-02-21,United Kingdom,Europe,26010,9005
2022-02-21,Canada,North America,10168,3401
2022-02-28,Russia,Europe,182132,71138
2022-02-28,Ukraine,Europe,136128,55650
2022-02-28,United States,North America,89695,38391
2022-02-28,United Kingdom,Europe,14142,5633
2022-02-28,Pakistan,Asia,7790,2614
2022-03-07,Russia,Europe,141339,54027
2022-03-07,Ukraine,Europe,104939,43798
2022-03-07,United States,North America,99015,40335
2022-03-07,United Kingdom,Europe,14686,5187
2022-03-07,Turkey,Asia,5706,1880
2022-03-14,Russia,Europe,126772,46470
2022-03-14,Ukraine,Europe,110096,40252
2022-03-14,United States,North America,85385,38235
2022-03-14,United Kingdom,Europe,15424,5376
2022-03-14,Iran,Asia,9786,2949
2022-03-21,Russia,Europe,105038,42018
2022-03-21,United States,North America,88495,36943
2022-03-21,Ukraine,Europe,79922,32328
2022-03-21,United Kingdom,Europe,15545,4983
2022-03-21,China,Asia,8029,3482
2022-03-28,United States,North America,89735,37286
2022-03-28,Russia,Europe,83494,32507
2022-03-28,Ukraine,Europe,76481,28469
2022-03-28,Israel,Asia,23972,11790
2022-03-28,United Kingdom,Europe,13563,5213
2022-04-04,Russia,Europe,109071,42206
2022-04-04,United States,North America,105825,39821
2022-04-04,Ukraine,Europe,82218,31833
2022-04-04,Israel,Asia,20235,8483
2022-04-04,United Kingdom,Europe,13448,5497
2022-04-11,United States,North America,118085,42903
2022-04-11,Russia,Europe,88116,34706
2022-04-11,Ukraine,Europe,81073,30961
2022-04-11,Israel,Asia,29432,12633
2022-04-11,United Kingdom,Europe,23275,6644
2022-04-18,United States,North America,113838,40506
2022-04-18,Ukraine,Europe,78306,27569
2022-04-18,Russia,Europe,77579,30336
2022-04-18,Israel,Asia,27737,11040
2022-04-18,United Kingdom,Europe,13788,5024
2022-04-25,United States,North America,110416,40187
2022-04-25,Ukraine,Europe,82515,26961
2022-04-25,Russia,Europe,80766,31011
2022-04-25,Israel,Asia,16751,7607
2022-04-25,United Kingdom,Europe,14455,5431
2022-05-02,United States,North America,109016,41228
2022-05-02,Ukraine,Europe,77117,25631
2022-05-02,Russia,Europe,73066,28628
2022-05-02,Israel,Asia,15361,6794
2022-05-02,United Kingdom,Europe,12095,4589
2022-05-09,United States,North America,132177,43397
2022-05-09,Ukraine,Europe,57481,20917
2022-05-09,Russia,Europe,56218,23318
2022-05-09,Israel,Asia,46627,17800
2022-05-09,United Kingdom,Europe,8814,4157
2022-05-16,United States,North America,115468,43055
2022-05-16,Russia,Europe,53382,22859
2022-05-16,Ukraine,Europe,52970,19635
2022-05-16,Israel,Asia,16198,8131
2022-05-16,United Kingdom,Europe,12364,4357
2022-05-23,United States,North America,204522,63076
2022-05-23,Ukraine,Europe,51560,19463
2022-05-23,Russia,Europe,49230,21720
2022-05-23,United Kingdom,Europe,15180,4940
2022-05-23,Israel,Asia,13602,7895
2022-05-30,United States,North America,159769,50618
2022-05-30,Ukraine,Europe,51178,19847
2022-05-30,Russia,Europe,48387,21712
2022-05-30,United Kingdom,Europe,11044,4291
2022-05-30,Israel,Asia,9816,6003
2022-06-06,United States,North America,134334,47388
2022-06-06,Russia,Europe,42383,18943
2022-06-06,Ukraine,Europe,42202,17810
2022-06-06,United Kingdom,Europe,13380,5786
2022-06-06,India,Asia,8290,5470
2022-06-13,United States,North America,110800,40979
2022-06-13,Ukraine,Europe,34836,17053
2022-06-13,Russia,Europe,34016,18243
2022-06-13,United Kingdom,Europe,17733,6750
2022-06-13,Israel,Asia,9512,5603
2022-06-20,United States,North America,131983,42321
2022-06-20,Russia,Europe,37522,18113
2022-06-20,Ukraine,Europe,32063,16012
2022-06-20,United Kingdom,Europe,14219,5449
2022-06-20,Norway,Europe,8694,1183
2022-06-27,United States,North America,127532,43785
2022-06-27,Russia,Europe,48493,21496
2022-06-27,Ukraine,Europe,36710,16826
2022-06-27,United Kingdom,Europe,15339,5587
2022-06-27,Israel,Asia,9119,4498
2022-07-04,United States,North America,118288,42763
2022-07-04,Russia,Europe,35235,16782
2022-07-04,Ukraine,Europe,28554,14040
2022-07-04,Japan,Asia,27990,7680
2022-07-04,United Kingdom,Europe,14120,6068
2022-07-11,United States,North America,111057,40924
2022-07-11,Russia,Europe,43895,17634
2022-07-11,Ukraine,Europe,31200,14700
2022-07-11,United Kingdom,Europe,12970,4544
2022-07-11,Israel,Asia,8362,4109
2022-07-18,United States,North America,123667,43468
2022-07-18,Russia,Europe,30307,15743
2022-07-18,Ukraine,Europe,27039,13635
2022-07-18,United Kingdom,Europe,11156,4576
2022-07-18,Israel,Asia,7449,3518
2022-07-25,United States,North America,98504,37985
2022-07-25,Russia,Europe,31855,16579
2022-07-25,Ukraine,Europe,28365,15301
2022-07-25,United Kingdom,Europe,10277,3892
2022-07-25,India,Asia,6785,4897
2022-08-01,United States,North America,114332,41789
2022-08-01,Israel,Asia,69738,16112
2022-08-01,Russia,Europe,30293,14397
2022-08-01,China,Asia,28480,12257
2022-08-01,Ukraine,Europe,22043,12171
2022-08-08,United States,North America,126529,42763
2022-08-08,Israel,Asia,41654,12195
2022-08-08,Russia,Europe,29416,15509
2022-08-08,Ukraine,Europe,24505,12978
2022-08-08,China,Asia,10890,5456
2022-08-15,United States,North America,90424,36507
2022-08-15,Russia,Europe,28401,15137
2022-08-15,Ukraine,Europe,22297,11849
2022-08-15,United Kingdom,Europe,10893,4186
2022-08-15,Israel,Asia,9300,5656
2022-08-22,United States,North America,95437,37037
2022-08-22,Russia,Europe,34993,16873
2022-08-22,Ukraine,Europe,26628,13698
2022-08-22,United Kingdom,Europe,7582,3627
2022-08-22,India,Asia,7355,5034
2022-08-29,United States,North America,89778,36245
2022-08-29,Russia,Europe,30147,15902
