mention_week,media_continent,media_country,conflict_country_name,conflict_continent,material_conflict_mentions,material_conflict_unique_events
2022-05-23,South America,Bolivia,Russia,Europe,4,4
2022-05-23,South America,Argentina,Argentina,South America,0,0
2022-05-23,South America,Venezuela,Venezuela,South America,8,6
2022-05-23,South America,Venezuela,United States,North America,2,2
2022-05-23,South America,Ecuador,Russia,Europe,5,5
2022-05-23,South America,Brazil,United Kingdom,Europe,12,7
2022-05-23,South America,Uruguay,Russia,Europe,4,4
2022-05-23,South America,Brazil,Ukraine,Europe,1,1
2022-05-23,South America,Argentina,Chile,South America,5,4
2022-05-23,South America,Argentina,Ukraine,Europe,12,9
2022-05-23,South America,Bolivia,Argentina,South America,6,5
2022-05-23,South America,Argentina,Colombia,South America,11,10
2022-05-23,South America,Venezuela,Colombia,South America,6,5
2022-05-23,South America,Venezuela,Brazil,South America,5,5
2022-05-23,South America,Venezuela,Israel,Asia,5,5
2022-05-23,South America,Peru,United Kingdom,Europe,2,2
2022-05-23,South America,Venezuela,Colombia,South America,8,6
2022-05-23,South America,Argentina,Ukraine,Europe,12,8
2022-05-23,South America,Brazil,Ukraine,Europe,26,15
2022-05-23,South America,Argentina,Argentina,South America,69,40
2022-05-23,South America,Venezuela,Israel,Asia,18,18
2022-05-23,South America,Venezuela,United Kingdom,Europe,8,6
2022-05-23,South America,Bolivia,Brazil,South America,7,7
2022-05-23,South America,Bolivia,Ukraine,Europe,5,3
2022-05-23,South America,Venezuela,Israel,Asia,15,14
2022-05-23,South America,Venezuela,Venezuela,South America,61,44
2022-05-23,South America,Brazil,United States,North America,0,0
2022-05-23,South America,Venezuela,Russia,Europe,34,28
2022-05-23,South America,Peru,United States,North America,11,11
2022-05-23,South America,Brazil,Russia,Europe,60,30
2022-05-23,South America,Venezuela,Venezuela,South America,4,4
2022-05-23,South America,Paraguay,Brazil,South America,11,11
2022-05-23,South America,Venezuela,Colombia,South America,4,4
2022-05-23,South America,Venezuela,Venezuela,South America,98,78
2022-05-23,South America,Argentina,Argentina,South America,15,5
2022-05-23,South America,Venezuela,United States,North America,42,35
2022-05-23,South America,Argentina,Brazil,South America,1,1
2022-05-23,South America,Bolivia,Argentina,South America,4,2
2022-05-23,South America,Argentina,Chile,South America,3,3
2022-05-23,South America,Chile,Colombia,South America,3,3
2022-05-23,South America,Chile,Russia,Europe,11,10
2022-05-23,South America,Brazil,United Kingdom,Europe,67,36
2022-05-23,South America,Brazil,Russia,Europe,49,27
2022-05-23,South America,Argentina,Argentina,South America,43,28
2022-05-23,South America,Venezuela,Venezuela,South America,7,7
2022-05-23,South America,Colombia,Venezuela,South America,9,8
2022-05-23,South America,Argentina,Israel,Asia,20,16
2022-05-23,South America,Colombia,United States,North America,58,46
2022-05-23,South America,Argentina,Venezuela,South America,5,5
2022-05-23,South America,Venezuela,Ukraine,Europe,1,1
2022-05-23,South America,Ecuador,United States,North America,18,18
2022-05-23,South America,Paraguay,Brazil,South America,6,5
2022-05-23,South America,Brazil,Colombia,South America,3,3
2022-05-23,South America,Bolivia,Ukraine,Europe,7,7
2022-05-23,South America,Brazil,Israel,Asia,10,3
2022-05-23,South America,Ecuador,United States,North America,5,5
2022-05-23,South America,Chile,Israel,Asia,3,3
2022-05-23,South America,Venezuela,Ukraine,Europe,5,3
2022-05-23,South America,Bolivia,United States,North America,21,16
2022-05-23,South America,Colombia,Colombia,South America,41,39
2022-05-23,South America,Venezuela,Israel,Asia,15,14
2022-05-23,South America,Brazil,Brazil,South America,4,4
2022-05-23,South America,Bolivia,Ukraine,Europe,12,11
2022-05-23,South America,Colombia,United Kingdom,Europe,3,3
2022-05-23,South America,Uruguay,United States,North America,10,10
2022-05-23,South America,Brazil,Ukraine,Europe,3,3
2022-05-23,South America,Argentina,Ukraine,Europe,18,16
2022-05-23,South America,Argentina,Russia,Europe,10,8
2022-05-23,South America,Peru,Russia,Europe,2,2
2022-05-23,South America,Colombia,Russia,Europe,5,5
2022-05-23,South America,Colombia,Colombia,South America,64,58
2022-05-23,South America,Colombia,Russia,Europe,14,11
2022-05-23,South America,Brazil,Ukraine,Europe,0,0
2022-05-23,South America,Venezuela,Ukraine,Europe,11,9
2022-05-23,South America,Argentina,Argentina,South America,3,2
2022-05-23,South America,Venezuela,Russia,Europe,0,0
2022-05-23,South America,Brazil,United Kingdom,Europe,11,7
2022-05-23,South America,Bolivia,Russia,Europe,4,4
2022-05-23,South America,Chile,Brazil,South America,3,3
2022-05-23,South America,Paraguay,United States,North America,5,4
2022-05-23,South America,Colombia,Colombia,South America,0,0
2022-05-23,South America,Argentina,Chile,South America,13,11
2022-05-23,South America,Paraguay,United States,North America,12,11
2022-05-23,South America,Bolivia,Russia,Europe,4,3
2022-05-23,South America,Venezuela,Ukraine,Europe,14,12
2022-05-23,South America,Colombia,Brazil,South America,12,12
2022-05-23,South America,Venezuela,Russia,Europe,4,2
2022-05-23,South America,Chile,Chile,South America,12,12
2022-05-23,South America,Venezuela,Ukraine,Europe,11,10
2022-05-23,South America,Colombia,United States,North America,92,75
2022-05-23,South America,Argentina,United Kingdom,Europe,10,3
2022-05-23,South America,Colombia,Venezuela,South America,6,6
2022-05-23,South America,Venezuela,Ukraine,Europe,12,7
2022-05-23,South America,Bolivia,Ukraine,Europe,0,0
2022-05-23,South America,Brazil,Brazil,South America,629,445
2022-05-23,South America,Paraguay,Ukraine,Europe,3,3
2022-05-23,South America,Argentina,United States,North America,23,1
2022-05-23,South America,Argentina,Ukraine,Europe,18,16
2022-05-23,South America,Bolivia,Israel,Asia,2,2
2022-05-23,South America,Bolivia,Colombia,South America,3,3
2022-05-23,South America,Bolivia,Russia,Europe,9,7
2022-05-23,South America,Venezuela,Colombia,South America,33,28
2022-05-23,South America,Bolivia,Russia,Europe,3,3
2022-05-23,South America,Chile,Chile,South America,0,0
2022-05-23,South America,Colombia,Colombia,South America,5,5
2022-05-23,South America,Colombia,Russia,Europe,18,16
2022-05-23,South America,Argentina,United States,North America,136,104
2022-05-23,South America,Colombia,United States,North America,27,24
2022-05-23,South America,Bolivia,United States,North America,45,29
2022-05-23,South America,Argentina,Argentina,South America,6,6
2022-05-23,South America,Argentina,Ukraine,Europe,7,7
2022-05-23,South America,Chile,United States,North America,18,18
2022-05-23,South America,Chile,Colombia,South America,4,4
2022-05-23,South America,Argentina,Ukraine,Europe,30,24
2022-05-23,South America,Brazil,Ukraine,Europe,43,23
2022-05-23,South America,Argentina,United States,North America,207,149
2022-05-23,South America,Argentina,Venezuela,South America,20,4
2022-05-23,South America,Venezuela,United States,North America,4,3
2022-05-23,South America,Venezuela,Russia,Europe,2,2
2022-05-23,South America,Venezuela,Venezuela,South America,5,4
2022-05-23,South America,Brazil,Israel,Asia,9,6
2022-05-23,South America,Brazil,United States,North America,355,163
2022-05-23,South America,Chile,Chile,South America,25,25
2022-05-23,South America,Brazil,Russia,Europe,2,2
2022-05-23,South America,Venezuela,Colombia,South America,24,22
2022-05-23,South America,Argentina,Argentina,South America,2,2
2022-05-23,South America,Paraguay,United States,North America,19,18
2022-05-23,South America,Venezuela,United States,North America,57,53
2022-05-23,South America,Bolivia,Ukraine,Europe,6,6
2022-05-23,South America,Argentina,United States,North America,68,57
2022-05-23,South America,Brazil,Ukraine,Europe,58,33
2022-05-23,South America,Colombia,Ukraine,Europe,7,4
2022-05-23,South America,Brazil,Brazil,South America,15,10
2022-05-23,South America,Brazil,Russia,Europe,7,6
2022-05-23,South America,Brazil,Israel,Asia,7,3
2022-05-23,South America,Bolivia,United States,North America,88,61
2022-05-23,South America,Argentina,Brazil,South America,10,6
2022-05-23,South America,Venezuela,Ukraine,Europe,1,1
2022-05-23,South America,Brazil,Israel,Asia,11,4
2022-05-23,South America,Brazil,Israel,Asia,6,2
2022-05-23,South America,Argentina,Argentina,South America,0,0
2022-05-23,South America,Peru,Colombia,South America,1,1
2022-05-23,South America,Peru,United States,North America,7,7
2022-05-23,South America,Chile,Russia,Europe,7,7
2022-05-23,South America,Venezuela,Russia,Europe,18,14
2022-05-23,South America,Argentina,United States,North America,5,2
2022-05-23,South America,Peru,United States,North America,4,4
2022-05-23,South America,Venezuela,United States,North America,3,3
2022-05-23,South America,Argentina,Russia,Europe,84,64
2022-05-23,South America,Chile,Colombia,South America,3,3
2022-05-23,South America,Uruguay,Brazil,South America,5,5
2022-05-23,South America,Brazil,Israel,Asia,7,7
2022-05-23,South America,Venezuela,United Kingdom,Europe,6,5
2022-05-16,South America,Brazil,Russia,Europe,22,14
2022-05-16,South America,Colombia,Colombia,South America,38,36
2022-05-16,South America,Argentina,Argentina,South America,133,117
2022-05-16,South America,Bolivia,United States,North America,1,1
2022-05-16,South America,Uruguay,Ukraine,Europe,5,5
2022-05-16,South America,Argentina,Colombia,South America,18,18
2022-05-16,South America,Bolivia,Chile,South America,4,4
2022-05-16,South America,Argentina,Russia,Europe,134,69
2022-05-16,South America,Venezuela,United States,North America,4,3
2022-05-16,South America,Venezuela,Colombia,South America,6,2
2022-05-16,South America,Brazil,Ukraine,Europe,15,10
2022-05-16,South America,Uruguay,Argentina,South America,1,1
2022-05-16,South America,Venezuela,Russia,Europe,10,10
2022-05-16,South America,Argentina,Russia,Europe,16,13
2022-05-16,South America,Venezuela,Colombia,South America,18,14
2022-05-16,South America,Argentina,United Kingdom,Europe,6,6
2022-05-16,South America,Uruguay,United States,North America,1,1
2022-05-16,South America,Argentina,Argentina,South America,2,2
2022-05-16,South America,Colombia,Venezuela,South America,11,11
2022-05-16,South America,Colombia,United States,North America,18,17
2022-05-16,South America,Argentina,Venezuela,South America,6,6
2022-05-16,South America,Argentina,Russia,Europe,39,34
2022-05-16,South America,Uruguay,United States,North America,6,6
2022-05-16,South America,Bolivia,Russia,Europe,12,9
2022-05-16,South America,Venezuela,Russia,Europe,21,18
2022-05-16,South America,Bolivia,Argentina,South America,4,3
2022-05-16,South America,Bolivia,Venezuela,South America,0,0
2022-05-16,South America,Brazil,Ukraine,Europe,47,24
2022-05-16,South America,Brazil,Brazil,South America,663,464
2022-05-16,South America,Brazil,United Kingdom,Europe,23,14
2022-05-16,South America,Argentina,Paraguay,South America,11,11
2022-05-16,South America,Brazil,Venezuela,South America,9,5
2022-05-16,South America,Brazil,Russia,Europe,0,0
2022-05-16,South America,Venezuela,Russia,Europe,7,7
2022-05-16,South America,Brazil,United States,North America,6,4
2022-05-16,South America,Paraguay,United States,North America,7,7
2022-05-16,South America,Colombia,Russia,Europe,4,4
2022-05-16,South America,Colombia,Colombia,South America,3,2
2022-05-16,South America,Argentina,United States,North America,17,17
2022-05-16,South America,Venezuela,Russia,Europe,6,5
2022-05-16,South America,Chile,United States,North America,3,3
2022-05-16,South America,Brazil,Brazil,South America,193,127
2022-05-16,South America,Brazil,Ukraine,Europe,0,0
2022-05-16,South America,Bolivia,Russia,Europe,6,4
2022-05-16,South America,Bolivia,United Kingdom,Europe,4,4
2022-05-16,South America,Venezuela,United States,North America,46,37
2022-05-16,South America,Colombia,Russia,Europe,10,7
2022-05-16,South America,Peru,Ukraine,Europe,4,4
2022-05-16,South America,Brazil,United Kingdom,Europe,9,6
2022-05-16,South America,Venezuela,United States,North America,6,6
2022-05-16,South America,Argentina,United Kingdom,Europe,5,5
2022-05-16,South America,Chile,Chile,South America,56,52
2022-05-16,South America,Argentina,United States,North America,62,50
2022-05-16,South America,Chile,Chile,South America,16,14
2022-05-16,South America,Paraguay,Paraguay,South America,20,15
2022-05-16,South America,Brazil,Paraguay,South America,16,14
2022-05-16,South America,Venezuela,Venezuela,South America,5,5
2022-05-16,South America,Colombia,Russia,Europe,19,15
2022-05-16,South America,Venezuela,Venezuela,South America,107,86
2022-05-16,South America,Argentina,Argentina,South America,36,23
2022-05-16,South America,Brazil,Brazil,South America,14,11
2022-05-16,South America,Brazil,Russia,Europe,29,16
2022-05-16,South America,Venezuela,Russia,Europe,0,0
2022-05-16,South America,Bolivia,Russia,Europe,8,6
2022-05-16,South America,Chile,Ukraine,Europe,6,6
2022-05-16,South America,Argentina,Brazil,South America,2,2
2022-05-16,South America,Argentina,Russia,Europe,4,4
2022-05-16,South America,Argentina,Venezuela,South America,6,6
2022-05-16,South America,Bolivia,United States,North America,14,14
2022-05-16,South America,Argentina,Argentina,South America,8,3
2022-05-16,South America,Argentina,Paraguay,South America,11,7
2022-05-16,South America,Venezuela,Ukraine,Europe,7,7
2022-05-16,South America,Venezuela,Venezuela,South America,32,26
2022-05-16,South America,Argentina,Colombia,South America,9,8
2022-05-16,South America,Uruguay,Russia,Europe,6,6
2022-05-16,South America,Colombia,Ukraine,Europe,6,6
2022-05-16,South America,Brazil,United Kingdom,Europe,6,4
2022-05-16,South America,Venezuela,Venezuela,South America,10,9
2022-05-16,South America,Brazil,Russia,Europe,5,3
2022-05-16,South America,Argentina,Ukraine,Europe,17,13
2022-05-16,South America,Brazil,Russia,Europe,122,55
2022-05-16,South America,Colombia,Chile,South America,5,5
2022-05-16,South America,Bolivia,Russia,Europe,29,20
2022-05-16,South America,Brazil,Brazil,South America,6,2
2022-05-16,South America,Argentina,Paraguay,South America,25,21
2022-05-16,South America,Venezuela,Colombia,South America,6,2
2022-05-16,South America,Argentina,Argentina,South America,2,2
2022-05-16,South America,Brazil,Russia,Europe,0,0
2022-05-16,South America,Peru,Argentina,South America,0,0
2022-05-16,South America,Argentina,Ukraine,Europe,11,11
2022-05-16,South America,Venezuela,Russia,Europe,36,27
2022-05-16,South America,Bolivia,Ukraine,Europe,4,3
2022-05-16,South America,Brazil,United States,North America,26,18
2022-05-16,South America,Brazil,Ukraine,Europe,29,20
2022-05-16,South America,Chile,Russia,Europe,2,2
2022-05-16,South America,Argentina,United Kingdom,Europe,6,6
2022-05-16,South America,Colombia,Paraguay,South America,7,6
2022-05-16,South America,Brazil,Russia,Europe,1,1
2022-05-16,South America,Argentina,United States,North America,13,7
2022-05-16,South America,Argentina,Ukraine,Europe,19,16
2022-05-16,South America,Bolivia,Ukraine,Europe,10,7
2022-05-16,South America,Brazil,Russia,Europe,0,0
2022-05-16,South America,Venezuela,Brazil,South America,3,3
2022-05-16,South America,Brazil,Colombia,South America,10,5
2022-05-16,South America,Colombia,Colombia,South America,33,30
2022-05-16,South America,Colombia,Russia,Europe,6,6
2022-05-16,South America,Ecuador,United States,North America,13,12
2022-05-16,South America,Brazil,Russia,Europe,57,39
2022-05-16,South America,Venezuela,Venezuela,South America,66,46
2022-05-16,South America,Brazil,Venezuela,South America,7,7
2022-05-16,South America,Ecuador,United States,North America,12,10
2022-05-16,South America,Argentina,United Kingdom,Europe,1,1
2022-05-16,South America,Venezuela,Ukraine,Europe,17,17
2022-05-16,South America,Brazil,Brazil,South America,74,62
2022-05-16,South America,Brazil,Colombia,South America,6,4
2022-05-16,South America,Chile,Chile,South America,20,16
2022-05-16,South America,Brazil,Paraguay,South America,10,8
2022-05-16,South America,Argentina,Argentina,South America,13,5
2022-05-16,South America,Brazil,Paraguay,South America,5,5
2022-05-16,South America,Brazil,Ukraine,Europe,4,3
2022-05-16,South America,Argentina,Ukraine,Europe,14,13
2022-05-16,South America,Bolivia,Venezuela,South America,2,2
2022-05-16,South America,Colombia,Venezuela,South America,3,3
2022-05-16,South America,Paraguay,United States,North America,1,1
2022-05-16,South America,Argentina,Argentina,South America,7,3
2022-05-16,South America,Paraguay,Russia,Europe,7,7
2022-05-16,South America,Colombia,Ukraine,Europe,12,11
2022-05-16,South America,Argentina,Russia,Europe,1,1
2022-05-16,South America,Argentina,Russia,Europe,44,32
2022-05-16,South America,Brazil,Venezuela,South America,2,2
2022-05-16,South America,Chile,Russia,Europe,7,7
2022-05-16,South America,Venezuela,Colombia,South America,21,18
2022-05-16,South America,Brazil,Ukraine,Europe,6,5
2022-05-16,South America,Peru,United States,North America,4,3
2022-05-16,South America,Colombia,United States,North America,17,16
2022-05-16,South America,Brazil,United States,North America,48,33
2022-05-16,South America,Chile,Russia,Europe,5,5
2022-05-16,South America,Chile,Ukraine,Europe,5,5
2022-05-16,South America,Bolivia,United States,North America,16,13
2022-05-16,South America,Argentina,Russia,Europe,0,0
2022-05-16,South America,Uruguay,Argentina,South America,8,8
2022-05-16,South America,Colombia,United States,North America,1,1
2022-05-16,South America,Venezuela,Ukraine,Europe,8,8
2022-05-16,South America,Argentina,Colombia,South America,17,17
2022-05-16,South America,Argentina,Russia,Europe,22,18
2022-05-16,South America,Colombia,Venezuela,South America,4,3
2022-05-16,South America,Uruguay,Russia,Europe,4,4
2022-05-16,South America,Argentina,Chile,South America,7,7
2022-05-16,South America,Brazil,Russia,Europe,4,2
2022-05-16,South America,Argentina,Ukraine,Europe,22,22
2022-05-16,South America,Brazil,Colombia,South America,2,2
2022-05-16,South America,Uruguay,Russia,Europe,13,10
2022-05-16,South America,Paraguay,Paraguay,South America,6,6
2022-05-16,South America,Argentina,Russia,Europe,29,24
2022-05-16,South America,Chile,United States,North America,4,4
2022-05-16,South America,Peru,Ukraine,Europe,6,6
2022-05-16,South America,Venezuela,Colombia,South America,18,15
2022-05-16,South America,Venezuela,Ukraine,Europe,5,4
2022-05-16,South America,Argentina,Brazil,South America,37,21
2022-05-16,South America,Brazil,Ukraine,Europe,44,32
2022-05-16,South America,Venezuela,Brazil,South America,1,1
2022-05-16,South America,Venezuela,Venezuela,South America,3,3
2022-05-16,South America,Brazil,Ukraine,Europe,37,20
2022-05-16,South America,Paraguay,Colombia,South America,11,9
2022-05-16,South America,Paraguay,United Kingdom,Europe,8,8
2022-05-16,South America,Colombia,Ukraine,Europe,2,2
2022-05-16,South America,Argentina,Argentina,South America,75,54
2022-05-16,South America,Venezuela,United States,North America,1,1
2022-05-16,South America,Peru,Ukraine,Europe,6,6
2022-05-16,South America,Venezuela,Russia,Europe,0,0
2022-05-16,South America,Ecuador,United States,North America,3,3
2022-05-16,South America,Argentina,Chile,South America,15,14
2022-05-16,South America,Ecuador,Colombia,South America,4,4
2022-05-16,South America,Chile,Russia,Europe,12,11
2022-05-16,South America,Chile,United States,North America,5,4
2022-05-16,South America,Guyana,United States,North America,0,0
2022-05-16,South America,Brazil,Argentina,South America,17,11
2022-05-16,South America,Venezuela,United States,North America,14,13
2022-05-16,South America,Brazil,Russia,Europe,10,4
2022-05-16,South America,Argentina,Russia,Europe,11,11
2022-05-16,South America,Brazil,Ukraine,Europe,38,26
2022-05-16,South America,Peru,Russia,Europe,8,8
2022-05-16,South America,Venezuela,United States,North America,4,4
2022-05-16,South America,Colombia,Ukraine,Europe,3,3
2022-05-16,South America,Colombia,Russia,Europe,6,6
2022-05-16,South America,Peru,United States,North America,7,7
2022-05-16,South America,Chile,Ukraine,Europe,4,4
2022-05-16,South America,Argentina,United States,North America,61,51
2022-05-16,South America,Argentina,Ukraine,Europe,7,5
2022-05-16,South America,Colombia,Ukraine,Europe,6,6
2022-05-16,South America,Venezuela,Russia,Europe,12,9
2022-05-16,South America,Argentina,Ukraine,Europe,22,22
2022-05-16,South America,Bolivia,Ukraine,Europe,3,3
2022-05-16,South America,Brazil,Brazil,South America,5,5
2022-05-16,South America,Brazil,Russia,Europe,41,27
2022-05-16,South America,Brazil,Brazil,South America,15,11
2022-05-16,South America,Argentina,Chile,South America,24,23
2022-05-16,South America,Bolivia,Russia,Europe,7,7
2022-05-16,South America,Venezuela,Colombia,South America,6,4
2022-05-16,South America,Peru,Russia,Europe,3,3
2022-05-16,South America,Colombia,Colombia,South America,124,112
2022-05-16,South America,Chile,Russia,Europe,5,5
2022-05-16,South America,Suriname,United States,North America,7,6
2022-05-16,South America,Argentina,Russia,Europe,0,0
2022-05-16,South America,Colombia,Russia,Europe,1,1
2022-05-16,South America,Argentina,Ukraine,Europe,8,7
2022-05-16,South America,Argentina,Russia,Europe,0,0
2022-05-16,South America,Colombia,United States,North America,5,5
2022-05-16,South America,Brazil,United Kingdom,Europe,0,0
2022-05-16,South America,Argentina,Argentina,South America,6,6
2022-05-16,South America,Paraguay,Paraguay,South America,8,4
2022-05-16,South America,Bolivia,Russia,Europe,4,4
2022-05-16,South America,Chile,Venezuela,South America,4,4
2022-05-16,South America,Brazil,Russia,Europe,77,43
2022-05-16,South America,Brazil,United Kingdom,Europe,66,42
2022-05-16,South America,Bolivia,Colombia,South America,3,2
2022-05-16,South America,Venezuela,United States,North America,52,36
2022-05-16,South America,Colombia,Russia,Europe,0,0
2022-05-16,South America,Brazil,Russia,Europe,4,4
2022-05-16,South America,Venezuela,Ukraine,Europe,0,0
2022-05-09,South America,Venezuela,Ukraine,Europe,15,10
2022-05-09,South America,Argentina,Israel,Asia,10,10
2022-05-09,South America,Argentina,Colombia,South America,6,6
2022-05-09,South America,Venezuela,Colombia,South America,13,11
2022-05-09,South America,Brazil,Colombia,South America,8,8
2022-05-09,South America,Brazil,Paraguay,South America,5,5
2022-05-09,South America,Argentina,Paraguay,South America,7,7
2022-05-09,South America,Paraguay,Paraguay,South America,10,10
2022-05-09,South America,Bolivia,Ukraine,Europe,7,6
2022-05-09,South America,Colombia,Argentina,South America,7,7
2022-05-09,South America,Venezuela,Venezuela,South America,6,4
2022-05-09,South America,Chile,Israel,Asia,7,6
2022-05-09,South America,Venezuela,United States,North America,2,2
2022-05-09,South America,Argentina,Israel,Asia,19,8
2022-05-09,South America,Bolivia,United States,North America,2,2
2022-05-09,South America,Bolivia,Colombia,South America,3,3
2022-05-09,South America,Venezuela,Paraguay,South America,8,4
2022-05-09,South America,Brazil,United States,North America,0,0
2022-05-09,South America,Brazil,Russia,Europe,0,0
2022-05-09,South America,Colombia,Israel,Asia,15,14
2022-05-09,South America,Argentina,Venezuela,South America,12,8
2022-05-09,South America,Brazil,Colombia,South America,2,2
2022-05-09,South America,Argentina,Ukraine,Europe,10,9
2022-05-09,South America,Colombia,United States,North America,33,28
2022-05-09,South America,Brazil,Venezuela,South America,11,9
2022-05-09,South America,Bolivia,Russia,Europe,17,11
2022-05-09,South America,Bolivia,Argentina,South America,6,4
2022-05-09,South America,Brazil,Colombia,South America,6,6
2022-05-09,South America,Paraguay,Colombia,South America,28,20
2022-05-09,South America,Paraguay,Colombia,South America,52,40
2022-05-09,South America,Brazil,Russia,Europe,22,17
2022-05-09,South America,Venezuela,Venezuela,South America,23,19
2022-05-09,South America,Bolivia,Ukraine,Europe,5,3
2022-05-09,South America,Peru,Colombia,South America,5,5
2022-05-09,South America,Argentina,Russia,Europe,0,0
2022-05-09,South America,Venezuela,Israel,Asia,15,15
2022-05-09,South America,Chile,Chile,South America,15,14
2022-05-09,South America,Venezuela,Ukraine,Europe,21,15
2022-05-09,South America,Colombia,Ukraine,Europe,4,2
2022-05-09,South America,Argentina,Russia,Europe,11,10
2022-05-09,South America,Argentina,Argentina,South America,2,2
2022-05-09,South America,Chile,Israel,Asia,27,22
2022-05-09,South America,Venezuela,United States,North America,22,21
2022-05-09,South America,Brazil,Russia,Europe,13,7
2022-05-09,South America,Chile,Israel,Asia,13,12
2022-05-09,South America,Brazil,Israel,Asia,25,5
2022-05-09,South America,Peru,United States,North America,7,7
2022-05-09,South America,Argentina,Argentina,South America,40,35
2022-05-09,South America,Venezuela,Israel,Asia,15,14
2022-05-09,South America,Paraguay,United States,North America,13,4
2022-05-09,South America,Venezuela,Russia,Europe,13,13
2022-05-09,South America,Venezuela,Paraguay,South America,12,9
2022-05-09,South America,Brazil,Israel,Asia,49,21
2022-05-09,South America,Venezuela,Russia,Europe,12,9
2022-05-09,South America,Venezuela,Venezuela,South America,33,29
2022-05-09,South America,Colombia,Argentina,South America,6,6
2022-05-09,South America,Venezuela,Colombia,South America,12,11
2022-05-09,South America,Venezuela,United States,North America,10,10
2022-05-09,South America,Colombia,United States,North America,29,25
2022-05-09,South America,Venezuela,Russia,Europe,8,7
2022-05-09,South America,Paraguay,United States,North America,7,5
2022-05-09,South America,Argentina,Chile,South America,41,32
2022-05-09,South America,Uruguay,United States,North America,9,6
2022-05-09,South America,Argentina,Paraguay,South America,18,17
2022-05-09,South America,Chile,Israel,Asia,10,10
2022-05-09,South America,Brazil,Israel,Asia,52,20
2022-05-09,South America,Colombia,Brazil,South America,5,5
2022-05-09,South America,Paraguay,Paraguay,South America,14,13
2022-05-09,South America,Brazil,Paraguay,South America,14,9
2022-05-09,South America,Venezuela,United States,North America,7,5
2022-05-09,South America,Bolivia,Russia,Europe,3,3
2022-05-09,South America,Peru,United States,North America,2,2
2022-05-09,South America,Venezuela,Ukraine,Europe,15,10
2022-05-09,South America,Brazil,United States,North America,19,9
2022-05-09,South America,Venezuela,Paraguay,South America,14,10
2022-05-09,South America,Brazil,Paraguay,South America,7,7
2022-05-09,South America,Argentina,United States,North America,32,29
2022-05-09,South America,Bolivia,Ukraine,Europe,4,4
2022-05-09,South America,Argentina,United States,North America,8,4
2022-05-09,South America,Argentina,Argentina,South America,3,3
2022-05-09,South America,Bolivia,Ukraine,Europe,8,7
2022-05-09,South America,Colombia,Venezuela,South America,4,4
2022-05-09,South America,Argentina,Argentina,South America,62,55
2022-05-09,South America,Venezuela,Paraguay,South America,7,7
2022-05-09,South America,Chile,Ukraine,Europe,4,4
2022-05-09,South America,Bolivia,United States,North America,15,13
2022-05-09,South America,Colombia,United States,North America,3,2
2022-05-09,South America,Bolivia,Chile,South America,4,4
2022-05-09,South America,Bolivia,Ukraine,Europe,2,2
2022-05-09,South America,Brazil,Israel,Asia,48,19
2022-05-09,South America,Bolivia,Ukraine,Europe,2,1
2022-05-09,South America,Colombia,Colombia,South America,6,5
2022-05-09,South America,Chile,United States,North America,2,2
2022-05-09,South America,Venezuela,Venezuela,South America,3,3
2022-05-09,South America,Brazil,Israel,Asia,53,21
2022-05-09,South America,Venezuela,Colombia,South America,1,1
2022-05-09,South America,Chile,Israel,Asia,10,10
2022-05-09,South America,Brazil,Ukraine,Europe,6,2
2022-05-09,South America,Colombia,Paraguay,South America,10,8
2022-05-09,South America,Colombia,Paraguay,South America,6,3
2022-05-09,South America,Paraguay,United States,North America,7,5
2022-05-09,South America,Colombia,Colombia,South America,145,128
2022-05-09,South America,Brazil,United States,North America,0,0
2022-05-09,South America,Brazil,Argentina,South America,7,6
2022-05-09,South America,Brazil,Colombia,South America,7,5
2022-05-09,South America,Chile,Chile,South America,18,18
2022-05-09,South America,Argentina,Russia,Europe,7,6
2022-05-09,South America,Paraguay,Colombia,South America,18,12
2022-05-09,South America,Colombia,Israel,Asia,6,6
2022-05-09,South America,Colombia,Paraguay,South America,7,7
2022-05-09,South America,Venezuela,Brazil,South America,5,5
2022-05-09,South America,Chile,Israel,Asia,18,16
2022-05-09,South America,Uruguay,Russia,Europe,6,6
2022-05-09,South America,Argentina,Ukraine,Europe,7,7
2022-05-09,South America,Argentina,Chile,South America,1,1
2022-05-09,South America,Venezuela,Israel,Asia,17,14
2022-05-09,South America,Argentina,Venezuela,South America,4,4
2022-05-09,South America,Brazil,Ukraine,Europe,22,15
2022-05-09,South America,Venezuela,Russia,Europe,20,18
2022-05-09,South America,Colombia,Paraguay,South America,24,16
2022-05-09,South America,Argentina,Ukraine,Europe,11,7
2022-05-09,South America,Bolivia,United States,North America,21,17
2022-05-09,South America,Argentina,Argentina,South America,167,140
2022-05-09,South America,Paraguay,Colombia,South America,7,5
2022-05-09,South America,Argentina,Argentina,South America,0,0
2022-05-09,South America,Venezuela,Russia,Europe,5,5
2022-05-09,South America,Uruguay,Israel,Asia,2,2
2022-05-09,South America,Brazil,Russia,Europe,63,38
2022-05-09,South America,Argentina,Brazil,South America,14,14
2022-05-09,South America,Brazil,Ukraine,Europe,20,17
2022-05-09,South America,Chile,Russia,Europe,0,0
2022-05-09,South America,Bolivia,Brazil,South America,5,4
2022-05-09,South America,Brazil,Russia,Europe,6,4
2022-05-09,South America,Colombia,Israel,Asia,4,3
2022-05-09,South America,Colombia,Colombia,South America,5,5
